seq,time_sent,time_received,delay(offset=-483166376750),payload_bytes
0,1757857963466743600,1.757857480303665e+18,3298048.0,1037
1,1757857963516997200,1.757857480354805e+18,4184576.0,1037
2,1757857963566842700,1.757857480403736e+18,3270144.0,1037
3,1757857963616912900,1.757857480453916e+18,3379712.0,1037
4,1757857963666911800,1.757857480503653e+18,3118080.0,1037
5,1757857963716911300,1.757857480553474e+18,2939392.0,1037
6,1757857963767379700,1.757857480604259e+18,3256064.0,1037
7,1757857963817217400,1.757857480656366e+18,5525504.0,1037
8,1757857963867301100,1.757857480704224e+18,3299584.0,1037
9,1757857963917012100,1.757857480753932e+18,3296512.0,1037
10,1757857963967024200,1.757857480803664e+18,3016448.0,1038
11,1757857964017086700,1.757857480853912e+18,3202048.0,1038
12,1757857964067219300,1.757857480904463e+18,3620608.0,1038
13,1757857964117062100,1.757857480953946e+18,3260672.0,1038
14,1757857964167056900,1.757857481004036e+18,3355904.0,1038
15,1757857964216905000,1.75785748105338e+18,2851840.0,1038
16,1757857964267102200,1.757857481103963e+18,3237376.0,1038
17,1757857964316950700,1.757857481153765e+18,3191040.0,1038
18,1757857964367190900,1.757857481203958e+18,3143936.0,1038
19,1757857964417060600,1.757857481253645e+18,2961152.0,1038
20,1757857964467398600,1.757857481304288e+18,3266048.0,1038
21,1757857964517107200,1.757857481353849e+18,3118592.0,1038
22,1757857964567356100,1.757857481404299e+18,3319552.0,1038
23,1757857964617227700,1.757857481453815e+18,2963968.0,1038
24,1757857964667081300,1.757857481503912e+18,3207424.0,1038
25,1757857964717407400,1.757857481554386e+18,3355136.0,1038
26,1757857964767107400,1.757857481604034e+18,3303424.0,1038
27,1757857964816796900,1.757857481653089e+18,2668800.0,1038
28,1757857964867023500,1.757857481705596e+18,4948992.0,1038
29,1757857964916990200,1.757857481753959e+18,3345408.0,1038
30,1757857964966869000,1.757857481803675e+18,3182592.0,1038
31,1757857965017131300,1.757857481854678e+18,3923456.0,1038
32,1757857965067058400,1.757857481903965e+18,3283200.0,1038
33,1757857965117028600,1.757857481954043e+18,3390976.0,1038
34,1757857965167082400,1.757857482004509e+18,3803136.0,1038
35,1757857965217480000,1.757857482054556e+18,3452672.0,1038
36,1757857965267138000,1.757857482104033e+18,3271680.0,1038
37,1757857965316939500,1.757857482153878e+18,3315200.0,1038
38,1757857965367372500,1.757857482205621e+18,4625152.0,1038
39,1757857965417114600,1.757857482254021e+18,3283200.0,1038
40,1757857965467484200,1.757857482304343e+18,3235584.0,1038
41,1757857965517088100,1.757857482354023e+18,3311616.0,1038
42,1757857965567068600,1.757857482404415e+18,3723008.0,1038
43,1757857965617081500,1.75785748245394e+18,3235072.0,1038
44,1757857965667070800,1.757857482505298e+18,4603904.0,1038
45,1757857965717426800,1.757857482554341e+18,3291136.0,1038
46,1757857965767154700,1.757857482604033e+18,3255040.0,1038
47,1757857965817259600,1.757857482655211e+18,4328192.0,1038
48,1757857965866987500,1.75785748270389e+18,3279104.0,1038
49,1757857965917246400,1.757857482754308e+18,3438336.0,1038
