seq,time_sent,time_received,delay(offset=-483169313700),payload_bytes
0,1757857831607607800,1.757857348441777e+18,3482880.0,1037
1,1757857831708378800,1.757857348542766e+18,3700992.0,1037
2,1757857831807899500,1.757857348642025e+18,3439360.0,1037
3,1757857831908112900,1.757857348742222e+18,3422976.0,1037
4,1757857832007818700,1.757857348841895e+18,3389952.0,1037
5,1757857832107956400,1.75785734894221e+18,3567360.0,1037
6,1757857832208399000,1.757857349042574e+18,3488768.0,1037
7,1757857832307939100,1.757857349142059e+18,3433728.0,1037
8,1757857832407677400,1.757857349244795e+18,6431232.0,1037
9,1757857832508119600,1.757857349342418e+18,3612160.0,1037
10,1757857832608116200,1.757857349442099e+18,3296512.0,1038
11,1757857832708370500,1.75785734954243e+18,3373312.0,1038
12,1757857832807931100,1.757857349645456e+18,6838528.0,1038
13,1757857832907677800,1.757857349741802e+18,3438080.0,1038
14,1757857833007703300,1.757857349841541e+18,3151616.0,1038
15,1757857833108107400,1.757857349942075e+18,3281152.0,1038
16,1757857833208072800,1.757857350042256e+18,3496960.0,1038
17,1757857833307755800,1.757857350141793e+18,3351040.0,1038
18,1757857833407677900,1.757857350241803e+18,3438848.0,1038
19,1757857833507820800,1.757857350341846e+18,3339008.0,1038
20,1757857833607949200,1.757857350442075e+18,3439360.0,1038
21,1757857833708189400,1.757857350542028e+18,3152384.0,1038
22,1757857833807700600,1.757857350641888e+18,3501312.0,1038
23,1757857833908134200,1.757857350742252e+18,3431680.0,1038
24,1757857834008228200,1.757857350842062e+18,3147776.0,1038
25,1757857834107953900,1.757857350945266e+18,6625792.0,1038
26,1757857834208025300,1.757857351042315e+18,3603456.0,1038
27,1757857834307947000,1.757857351141931e+18,3297792.0,1038
28,1757857834407847700,1.757857351243628e+18,5094144.0,1038
29,1757857834507803900,1.757857351341884e+18,3393792.0,1038
30,1757857834607857700,1.757857351442686e+18,4142080.0,1038
31,1757857834708261000,1.757857351542221e+18,3273728.0,1038
32,1757857834807884400,1.757857351642128e+18,3557376.0,1038
33,1757857834907952300,1.757857351742158e+18,3519488.0,1038
34,1757857835007772600,1.757857351841967e+18,3508224.0,1038
35,1757857835107931800,1.757857351942143e+18,3524864.0,1038
36,1757857835208179500,1.757857352042492e+18,3626240.0,1038
37,1757857835307889900,1.757857352142077e+18,3500800.0,1038
38,1757857835407685300,1.757857352241802e+18,3430400.0,1038
39,1757857835507992200,1.757857352342135e+18,3456512.0,1038
40,1757857835607942700,1.757857352442044e+18,3415040.0,1038
41,1757857835707728300,1.757857352542769e+18,4354304.0,1038
42,1757857835808167100,1.757857352642264e+18,3410688.0,1038
43,1757857835907671600,1.757857352741762e+18,3404288.0,1038
44,1757857836007830300,1.757857352841948e+18,3431424.0,1038
45,1757857836107774000,1.757857352941907e+18,3446784.0,1038
46,1757857836207971400,1.757857353042265e+18,3607552.0,1038
47,1757857836307674200,1.757857353142376e+18,4015616.0,1038
48,1757857836407814900,1.757857353242011e+18,3509760.0,1038
49,1757857836508180200,1.757857353342371e+18,3504640.0,1038
