seq,time_sent,time_received,delay(offset=-483174677750),payload_bytes
0,1757857574914305100,1.757857091742769e+18,3141632.0,1037
1,1757857575015061000,1.757857091843649e+18,3265792.0,1037
2,1757857575114609400,1.75785709194406e+18,4128256.0,1037
3,1757857575214755700,1.75785709204344e+18,3362304.0,1037
4,1757857575314447300,1.757857092143137e+18,3367424.0,1037
5,1757857575414629700,1.757857092243367e+18,3415040.0,1037
6,1757857575514665900,1.757857092343437e+18,3448832.0,1037
7,1757857575614517600,1.75785709244319e+18,3350272.0,1037
8,1757857575714830300,1.757857092543819e+18,3666432.0,1037
9,1757857575814389200,1.757857092642865e+18,3153408.0,1037
10,1757857575914625800,1.757857092743248e+18,3299840.0,1038
11,1757857576014567000,1.757857092842898e+18,3008768.0,1038
12,1757857576114606900,1.757857092943246e+18,3316992.0,1038
13,1757857576214367300,1.757857093043059e+18,3369472.0,1038
14,1757857576314628300,1.757857093143319e+18,3368448.0,1038
15,1757857576414387500,1.757857093272868e+18,33158400.0,1038
16,1757857576514650500,1.757857093343628e+18,3655168.0,1038
17,1757857576614607400,1.757857093443254e+18,3324416.0,1038
18,1757857576714362700,1.757857093543184e+18,3499008.0,1038
19,1757857576814595700,1.7578570936441e+18,4182272.0,1038
20,1757857576914402300,1.757857093742972e+18,3247360.0,1038
21,1757857577014745900,1.75785709384331e+18,3241984.0,1038
22,1757857577114627600,1.757857093943256e+18,3306240.0,1038
23,1757857577214461200,1.757857094043238e+18,3454464.0,1038
24,1757857577314434300,1.757857094143166e+18,3409408.0,1038
25,1757857577414434600,1.757857094243252e+18,3495168.0,1038
26,1757857577515049100,1.757857094343764e+18,3392512.0,1038
27,1757857577615019500,1.757857094443583e+18,3241216.0,1038
28,1757857577714443300,1.75785709454327e+18,3504384.0,1038
29,1757857577814358700,1.757857094643108e+18,3427072.0,1038
30,1757857577914634600,1.757857094743487e+18,3530240.0,1038
31,1757857578015051900,1.757857094845843e+18,5468928.0,1038
32,1757857578114606500,1.757857094943834e+18,3905280.0,1038
33,1757857578215111100,1.757857095043783e+18,3349504.0,1038
34,1757857578314619000,1.757857095143369e+18,3427840.0,1038
35,1757857578414612300,1.757857095243225e+18,3290624.0,1038
36,1757857578514785400,1.757857095343535e+18,3427584.0,1038
37,1757857578614619700,1.757857095443467e+18,3525120.0,1038
38,1757857578714360800,1.757857095544211e+18,4527872.0,1038
39,1757857578814456200,1.757857095643139e+18,3360512.0,1038
40,1757857578914813000,1.757857095744306e+18,4170752.0,1038
41,1757857579014817900,1.757857095843959e+18,3819008.0,1038
42,1757857579114615400,1.757857095943076e+18,3138560.0,1038
43,1757857579214340700,1.757857096043083e+18,3420160.0,1038
44,1757857579314780300,1.757857096143566e+18,3463424.0,1038
45,1757857579414617300,1.757857096243378e+18,3438336.0,1038
46,1757857579514660900,1.757857096343246e+18,3262976.0,1038
47,1757857579614634900,1.757857096443365e+18,3407872.0,1038
48,1757857579714630400,1.757857096543383e+18,3430400.0,1038
49,1757857579814441600,1.757857096643212e+18,3448320.0,1038
50,1757857579914827500,1.757857096743588e+18,3438336.0,1038
51,1757857580014814300,1.757857096843529e+18,3392512.0,1038
52,1757857580114628100,1.757857096943355e+18,3404544.0,1038
53,1757857580214830700,1.7578570970436e+18,3447040.0,1038
54,1757857580314419000,1.757857097143158e+18,3416832.0,1038
55,1757857580414616100,1.757857097243395e+18,3456768.0,1038
56,1757857580514443400,1.75785709734321e+18,3444224.0,1038
57,1757857580614587800,1.757857097443341e+18,3430912.0,1038
58,1757857580714874100,1.757857097543697e+18,3500544.0,1038
59,1757857580814593500,1.757857097643299e+18,3383296.0,1038
