seq,time_sent,time_received,delay(offset=-483187697450),payload_bytes
0,1757857318143356000,1.757856834958883e+18,3224576.0,293
1,1757857318243605500,1.757856835059248e+18,3340032.0,293
2,1757857318344095500,1.757856835159786e+18,3387904.0,293
3,1757857318443491700,1.757856835259344e+18,3549696.0,293
4,1757857318544108800,1.757856835359731e+18,3319552.0,293
5,1757857318643455000,1.757856835459128e+18,3370496.0,293
6,1757857318743600300,1.757856835559298e+18,3395072.0,293
7,1757857318844111400,1.757856835660234e+18,3820032.0,293
8,1757857318943539200,1.757856835759156e+18,3314176.0,293
9,1757857319043608800,1.757856835859179e+18,3267584.0,293
10,1757857319143584500,1.757856835971865e+18,15977984.0,294
11,1757857319243608500,1.757856836059348e+18,3436800.0,294
12,1757857319344093800,1.757856836159731e+18,3334656.0,294
13,1757857319444140800,1.757856836259781e+18,3337728.0,294
14,1757857319543824300,1.757856836359667e+18,3539968.0,294
15,1757857319643606900,1.757856836459388e+18,3478528.0,294
16,1757857319743397200,1.757856836559135e+18,3435264.0,294
17,1757857319844074400,1.757856836659712e+18,3334912.0,294
18,1757857319943619900,1.75785683675935e+18,3427584.0,294
19,1757857320043459100,1.757856836859048e+18,3286272.0,294
20,1757857320143754200,1.757856836959378e+18,3321088.0,294
21,1757857320243414400,1.757856837059178e+18,3460864.0,294
22,1757857320343715300,1.757856837159359e+18,3341056.0,294
23,1757857320443525900,1.757856837260276e+18,4447488.0,294
24,1757857320543609900,1.757856837359432e+18,3519488.0,294
25,1757857320643869600,1.757856837459537e+18,3364608.0,294
26,1757857320743766900,1.757856837559403e+18,3333632.0,294
27,1757857320843526400,1.757856837659191e+18,3362048.0,294
28,1757857320943835700,1.757856837759674e+18,3535872.0,294
29,1757857321043608400,1.757856837859268e+18,3357184.0,294
30,1757857321143815100,1.757856837959497e+18,3379200.0,294
31,1757857321243853900,1.757856838059379e+18,3222528.0,294
32,1757857321343681400,1.757856838159456e+18,3472128.0,294
33,1757857321443731600,1.75785683825933e+18,3295744.0,294
34,1757857321543870300,1.757856838359611e+18,3438080.0,294
35,1757857321643818200,1.757856838459713e+18,3592192.0,294
36,1757857321743936700,1.757856838560914e+18,4674560.0,294
37,1757857321843664900,1.757856838659282e+18,3314432.0,294
38,1757857321943831800,1.757856838759822e+18,3687680.0,294
39,1757857322044001000,1.75785683886042e+18,4116480.0,294
40,1757857322143488900,1.757856838959224e+18,3432448.0,294
41,1757857322243577500,1.757856839059288e+18,3407872.0,294
42,1757857322344078300,1.757856839159701e+18,3320064.0,294
43,1757857322443600700,1.757856839259423e+18,3519744.0,294
44,1757857322543879700,1.757856839359488e+18,3305728.0,294
45,1757857322643674600,1.75785683945937e+18,3392768.0,294
46,1757857322743625700,1.757856839559429e+18,3500800.0,294
47,1757857322843651000,1.757856839659279e+18,3325440.0,294
48,1757857322943651900,1.757856839759639e+18,3684608.0,294
49,1757857323043696200,1.757856839859495e+18,3496192.0,294
