seq,time_sent,time_received,delay(offset=-483169678850),payload_bytes
0,1757857813052735600,1.757857329886592e+18,3535360.0,293
1,1757857813153243700,1.757857329986776e+18,3211264.0,293
2,1757857813253172100,1.757857330086763e+18,3269632.0,293
3,1757857813353464900,1.757857330187022e+18,3236096.0,293
4,1757857813453307700,1.757857330287244e+18,3615232.0,293
5,1757857813553147100,1.757857330386786e+18,3317760.0,293
6,1757857813653447000,1.757857330487757e+18,3988992.0,293
7,1757857813753341500,1.757857330586917e+18,3254528.0,293
8,1757857813853486300,1.757857330687057e+18,3249408.0,293
9,1757857813953025600,1.757857330786621e+18,3274240.0,293
10,1757857814053143600,1.75785733088686e+18,3395328.0,294
11,1757857814153034600,1.757857330986658e+18,3302400.0,294
12,1757857814253335900,1.757857331087058e+18,3400960.0,294
13,1757857814353149800,1.757857331186969e+18,3498240.0,294
14,1757857814453340600,1.757857331287039e+18,3377152.0,294
15,1757857814553105800,1.757857331386899e+18,3471872.0,294
16,1757857814653144600,1.757857331486835e+18,3369216.0,294
17,1757857814753345400,1.757857331586947e+18,3280640.0,294
18,1757857814853245800,1.757857331686912e+18,3345152.0,294
19,1757857814953227200,1.757857331787958e+18,4409600.0,294
20,1757857815053065900,1.757857331886737e+18,3349760.0,294
21,1757857815153153900,1.757857331986752e+18,3277056.0,294
22,1757857815253361000,1.757857332087479e+18,3796992.0,294
23,1757857815353261800,1.757857332187068e+18,3484928.0,294
24,1757857815453320200,1.757857332286959e+18,3317760.0,294
25,1757857815553072600,1.757857332386828e+18,3434240.0,294
26,1757857815653118600,1.757857332487237e+18,3797248.0,294
27,1757857815753368100,1.757857332588073e+18,4383744.0,294
28,1757857815852854000,1.757857332686478e+18,3302912.0,294
29,1757857815953331900,1.757857332786966e+18,3312896.0,294
30,1757857816053420900,1.75785733288712e+18,3377920.0,294
31,1757857816153263100,1.757857332986878e+18,3293696.0,294
32,1757857816253355500,1.757857333087081e+18,3404288.0,294
33,1757857816352853400,1.757857333186517e+18,3342336.0,294
34,1757857816453336100,1.757857333286939e+18,3281664.0,294
35,1757857816552921700,1.75785733338666e+18,3417344.0,294
36,1757857816652840500,1.757857333486322e+18,3160320.0,294
37,1757857816753382100,1.757857333587074e+18,3370752.0,294
38,1757857816853082200,1.757857333686743e+18,3339776.0,294
39,1757857816953036200,1.757857333786766e+18,3408640.0,294
40,1757857817052839700,1.75785733388658e+18,3419136.0,294
41,1757857817153096100,1.757857333986727e+18,3309568.0,294
42,1757857817253403800,1.757857334087135e+18,3409920.0,294
43,1757857817353201100,1.757857334186546e+18,3023616.0,294
44,1757857817453337200,1.757857334287018e+18,3359744.0,294
45,1757857817552845000,1.757857334386576e+18,3409664.0,294
46,1757857817652861700,1.757857334486705e+18,3522048.0,294
47,1757857817753176000,1.757857334587911e+18,4413696.0,294
48,1757857817853195600,1.757857334686909e+18,3392256.0,294
49,1757857817953335500,1.757857334787006e+18,3349248.0,294
