seq,time_sent,time_received,delay(offset=-483165818900),payload_bytes
0,1757857999141755800,1.757857515979326e+18,3388928.0,1037
1,1757857999148148800,1.757857515985454e+18,3124224.0,1037
2,1757857999155381900,1.757857515993384e+18,3820800.0,1037
3,1757857999162196200,1.757857515999419e+18,3041536.0,1037
4,1757857999168170400,1.7578575160056e+18,3248384.0,1037
5,1757857999175086900,1.757857516012486e+18,3217920.0,1037
6,1757857999181217700,1.757857516018459e+18,3059968.0,1037
7,1757857999187136600,1.75785751602487e+18,3552256.0,1037
8,1757857999193783500,1.757857516031207e+18,3242240.0,1037
9,1757857999200148200,1.757857516037498e+18,3168768.0,1037
10,1757857999206360700,1.757857516043525e+18,2983424.0,1038
11,1757857999212399600,1.757857516049551e+18,2970368.0,1038
12,1757857999218811500,1.757857516056249e+18,3256576.0,1038
13,1757857999224874700,1.757857516062054e+18,2998016.0,1038
14,1757857999230887800,1.757857516068199e+18,3130112.0,1038
15,1757857999237055000,1.75785751607416e+18,2924032.0,1038
16,1757857999243703600,1.757857516081015e+18,3130368.0,1038
17,1757857999249871900,1.757857516087306e+18,3252992.0,1038
18,1757857999255969200,1.757857516093413e+18,3262720.0,1038
19,1757857999270441100,1.757857516107779e+18,3156736.0,1038
20,1757857999277829300,1.757857516115315e+18,3304448.0,1038
21,1757857999284045200,1.757857516121175e+18,2948608.0,1038
22,1757857999290088500,1.757857516127277e+18,3007488.0,1038
23,1757857999296295700,1.757857516133524e+18,3047168.0,1038
24,1757857999302119300,1.757857516139455e+18,3154432.0,1038
25,1757857999308044900,1.75785751614519e+18,2963968.0,1038
26,1757857999314017500,1.757857516151272e+18,3073280.0,1038
27,1757857999320561200,1.757857516157861e+18,3118848.0,1038
28,1757857999326658400,1.757857516163852e+18,3012608.0,1038
29,1757857999332866800,1.757857516170086e+18,3037952.0,1038
30,1757857999339441400,1.757857516176762e+18,3139584.0,1038
31,1757857999345890800,1.75785751618324e+18,3168000.0,1038
32,1757857999351895900,1.757857516189266e+18,3188992.0,1038
33,1757857999358332700,1.757857516195907e+18,3393280.0,1038
34,1757857999364535800,1.75785751620204e+18,3323136.0,1038
35,1757857999371742700,1.75785751621392e+18,7996160.0,1038
36,1757857999381973700,1.757857516219331e+18,3176192.0,1038
37,1757857999388224300,1.757857516225563e+18,3157504.0,1038
38,1757857999394149900,1.757857516231231e+18,2899968.0,1038
39,1757857999400059600,1.757857516237206e+18,2965248.0,1038
40,1757857999406170800,1.757857516243439e+18,3087104.0,1038
41,1757857999414901400,1.757857516252829e+18,3746304.0,1038
42,1757857999421836900,1.757857516259665e+18,3646976.0,1038
43,1757857999429681700,1.757857516267786e+18,3923200.0,1038
44,1757857999437003100,1.757857516274522e+18,3337984.0,1038
45,1757857999443459500,1.757857516280677e+18,3036416.0,1038
46,1757857999449428800,1.757857516286681e+18,3071232.0,1038
47,1757857999454777900,1.757857516292344e+18,3385088.0,1038
48,1757857999461022800,1.757857516299158e+18,3954176.0,1038
49,1757857999466910500,1.757857516304266e+18,3174400.0,1038
