seq,time_sent,time_received,delay(offset=-483170448100),payload_bytes
0,1757857773784989500,1.757857290617798e+18,3256576.0,101
1,1757857773885261400,1.757857290718116e+18,3302912.0,101
2,1757857773985161900,1.757857290819612e+18,4898048.0,101
3,1757857774085524700,1.757857290918375e+18,3298304.0,101
4,1757857774185319400,1.757857291024961e+18,10089728.0,101
5,1757857774285333800,1.757857291117964e+18,3078400.0,101
6,1757857774385212400,1.757857291218977e+18,4212736.0,101
7,1757857774485355500,1.757857291317778e+18,2870528.0,101
8,1757857774585645200,1.757857291418353e+18,3155712.0,101
9,1757857774685474100,1.757857291518314e+18,3288064.0,101
10,1757857774785325300,1.757857291618086e+18,3208704.0,102
11,1757857774885323800,1.75785729171828e+18,3404288.0,102
12,1757857774985320400,1.75785729181856e+18,3687680.0,102
13,1757857775085291400,1.757857291918091e+18,3247616.0,102
14,1757857775185489500,1.75785729201854e+18,3498752.0,102
15,1757857775285328400,1.757857292118122e+18,3241728.0,102
16,1757857775385158000,1.757857292218123e+18,3413248.0,102
17,1757857775485315500,1.757857292318038e+18,3170560.0,102
18,1757857775585716200,1.757857292418341e+18,3073024.0,102
19,1757857775685383600,1.75785729251832e+18,3384576.0,102
20,1757857775785724800,1.757857292618507e+18,3230208.0,102
21,1757857775885173900,1.757857292718118e+18,3392000.0,102
22,1757857775985320200,1.757857292818191e+18,3319040.0,102
23,1757857776085527300,1.757857292918829e+18,3749888.0,102
24,1757857776185265900,1.757857293017984e+18,3166208.0,102
25,1757857776285331100,1.757857293118098e+18,3214848.0,102
26,1757857776385387700,1.757857293279029e+18,64089344.0,102
27,1757857776485102900,1.757857293317866e+18,3211264.0,102
28,1757857776585784300,1.757857293418549e+18,3212800.0,102
29,1757857776685483800,1.757857293518234e+18,3198464.0,102
30,1757857776785335500,1.7578572936182e+18,3312640.0,102
31,1757857776885137100,1.757857293718254e+18,3565056.0,102
32,1757857776985404800,1.757857293818328e+18,3371264.0,102
33,1757857777085462100,1.757857293918471e+18,3457024.0,102
34,1757857777185489900,1.757857294018324e+18,3282176.0,102
35,1757857777285363800,1.757857294118181e+18,3265536.0,102
36,1757857777385165400,1.757857294218371e+18,3653888.0,102
37,1757857777485315100,1.75785729431817e+18,3303168.0,102
38,1757857777585439500,1.757857294420338e+18,5346560.0,102
39,1757857777685463600,1.757857294518378e+18,3362560.0,102
40,1757857777785298200,1.757857294623137e+18,8286976.0,102
41,1757857777885222100,1.757857294718008e+18,3234048.0,102
42,1757857777985355900,1.757857294820403e+18,5495296.0,102
43,1757857778085313400,1.757857294918167e+18,3301888.0,102
44,1757857778185309800,1.757857295018833e+18,3971328.0,102
45,1757857778285774400,1.757857295118697e+18,3370752.0,102
46,1757857778385093600,1.757857295218025e+18,3379456.0,102
47,1757857778485271000,1.757857295318372e+18,3549184.0,102
48,1757857778585319100,1.757857295418278e+18,3406848.0,102
49,1757857778685531800,1.757857295518519e+18,3435264.0,102
