seq,time_sent,time_received,delay(offset=-483173256700),payload_bytes
0,1757857639521261800,1.75785715635145e+18,3444992.0,1037
1,1757857639571578500,1.757857156402461e+18,4139008.0,1037
2,1757857639621599600,1.75785715645467e+18,6327296.0,1037
3,1757857639671454000,1.757857156501681e+18,3483648.0,1037
4,1757857639721960600,1.757857156552037e+18,3333120.0,1037
5,1757857639771302800,1.757857156601495e+18,3448832.0,1037
6,1757857639821971600,1.75785715665199e+18,3275008.0,1037
7,1757857639871541300,1.757857156702075e+18,3790336.0,1037
8,1757857639921781400,1.757857156752659e+18,4134144.0,1037
9,1757857639971572000,1.757857156801908e+18,3592704.0,1037
10,1757857640021335900,1.757857156851677e+18,3597824.0,1038
11,1757857640071688300,1.757857156901583e+18,3151616.0,1038
12,1757857640121590100,1.757857156951743e+18,3409664.0,1038
13,1757857640171643700,1.757857157001261e+18,2874112.0,1038
14,1757857640222058700,1.757857157051869e+18,3066880.0,1038
15,1757857640271294700,1.757857157101194e+18,3155968.0,1038
16,1757857640322075400,1.757857157152135e+18,3316224.0,1038
17,1757857640371891700,1.757857157201925e+18,3290112.0,1038
18,1757857640421976000,1.757857157251821e+18,3101696.0,1038
19,1757857640471593100,1.757857157301721e+18,3384576.0,1038
20,1757857640521301200,1.757857157351516e+18,3471360.0,1038
21,1757857640571940700,1.757857157401994e+18,3310080.0,1038
22,1757857640621600400,1.757857157451667e+18,3323136.0,1038
23,1757857640671702500,1.757857157501674e+18,3228160.0,1038
24,1757857640721537600,1.757857157551937e+18,3656192.0,1038
25,1757857640771616900,1.757857157601748e+18,3387648.0,1038
26,1757857640822086900,1.757857157652061e+18,3230720.0,1038
27,1757857640871548200,1.757857157703223e+18,4931584.0,1038
28,1757857640921658800,1.75785715775191e+18,3507712.0,1038
29,1757857640971493400,1.757857157801963e+18,3726336.0,1038
30,1757857641021551200,1.757857157851781e+18,3486720.0,1038
31,1757857641071831700,1.757857157901921e+18,3345920.0,1038
32,1757857641121439200,1.757857157951513e+18,3330560.0,1038
33,1757857641171780600,1.757857158001778e+18,3254016.0,1038
34,1757857641221390700,1.757857158052215e+18,4081152.0,1038
35,1757857641271689200,1.757857158101844e+18,3411456.0,1038
36,1757857641321983900,1.757857158151774e+18,3046656.0,1038
37,1757857641371646700,1.757857158201788e+18,3397888.0,1038
38,1757857641421547700,1.757857158251372e+18,3080960.0,1038
39,1757857641471663800,1.757857158301446e+18,3038720.0,1038
40,1757857641521344000,1.757857158351215e+18,3127808.0,1038
41,1757857641571631300,1.757857158401598e+18,3223296.0,1038
42,1757857641621615400,1.757857158451731e+18,3372288.0,1038
43,1757857641671617300,1.757857158501547e+18,3186432.0,1038
44,1757857641721871400,1.757857158551923e+18,3308288.0,1038
45,1757857641771335300,1.757857158601477e+18,3398400.0,1038
46,1757857641821494300,1.757857158651635e+18,3397376.0,1038
47,1757857641871539800,1.757857158702623e+18,4339968.0,1038
48,1757857641921592200,1.757857158913719e+18,165383424.0,1038
49,1757857642090826000,1.757857158920924e+18,3354624.0,1038
