seq,time_sent,time_received,delay(offset=-483187066150),payload_bytes
0,1757857351033876500,1.757856867851509e+18,4698624.0,1037
1,1757857351134464800,1.75785686795118e+18,3781376.0,1037
2,1757857351234254000,1.757856868050595e+18,3407104.0,1037
3,1757857351334256200,1.757856868150754e+18,3564032.0,1037
4,1757857351434094400,1.757856868250501e+18,3472896.0,1037
5,1757857351534180000,1.75785686835136e+18,4246016.0,1037
6,1757857351634464500,1.757856868450726e+18,3327488.0,1037
7,1757857351734174200,1.75785686855051e+18,3401984.0,1037
8,1757857351834146300,1.757856868650431e+18,3350784.0,1037
9,1757857351934096100,1.757856868750607e+18,3577088.0,1037
10,1757857352034108200,1.757856868850516e+18,3473920.0,1038
11,1757857352134476500,1.757856868950947e+18,3536640.0,1038
12,1757857352234176700,1.757856869051436e+18,4325376.0,1038
13,1757857352334165500,1.75785686915043e+18,3330560.0,1038
14,1757857352434157100,1.757856869250198e+18,3107072.0,1038
15,1757857352534261000,1.75785686935073e+18,3535104.0,1038
16,1757857352634208800,1.757856869450405e+18,3262464.0,1038
17,1757857352734023200,1.757856869550661e+18,3704064.0,1038
18,1757857352834134600,1.757856869654234e+18,7165696.0,1038
19,1757857352934100100,1.757856869750327e+18,3292928.0,1038
20,1757857353034041600,1.757856869850384e+18,3408384.0,1038
21,1757857353134486700,1.757856869951079e+18,3658240.0,1038
22,1757857353234053900,1.757856870050255e+18,3267328.0,1038
23,1757857353334006500,1.757856870150387e+18,3446528.0,1038
24,1757857353434239800,1.757856870251267e+18,4093440.0,1038
25,1757857353534104500,1.757856870352787e+18,5748480.0,1038
26,1757857353634665700,1.757856870451267e+18,3667456.0,1038
27,1757857353734196500,1.757856870550609e+18,3478528.0,1038
28,1757857353834267100,1.757856870650714e+18,3513088.0,1038
29,1757857353934174900,1.757856870751137e+18,4028160.0,1038
30,1757857354034246300,1.757856870851742e+18,4561664.0,1038
31,1757857354134534400,1.757856870952319e+18,4850688.0,1038
32,1757857354234434300,1.757856871050755e+18,3386880.0,1038
33,1757857354334170700,1.757856871150717e+18,3612416.0,1038
34,1757857354434208100,1.757856871250856e+18,3714048.0,1038
35,1757857354534531200,1.757856871350981e+18,3516160.0,1038
36,1757857354634543600,1.757856871450938e+18,3460608.0,1038
37,1757857354733999400,1.757856871550421e+18,3487744.0,1038
38,1757857354834176900,1.75785687165055e+18,3439104.0,1038
39,1757857354933960900,1.757856871750191e+18,3296256.0,1038
40,1757857355034218200,1.757856871850703e+18,3550976.0,1038
41,1757857355134593100,1.757856871951057e+18,3529984.0,1038
42,1757857355234156500,1.757856872050649e+18,3558656.0,1038
43,1757857355334179400,1.757856872150554e+18,3440896.0,1038
44,1757857355434466500,1.757856872250579e+18,3178496.0,1038
45,1757857355534691400,1.757856872350914e+18,3288832.0,1038
46,1757857355634606500,1.757856872451045e+18,3504640.0,1038
47,1757857355734164600,1.757856872550625e+18,3526656.0,1038
48,1757857355834178600,1.757856872650632e+18,3519488.0,1038
49,1757857355934253200,1.757856872750779e+18,3591680.0,1038
