seq,time_sent,time_received,delay(offset=-483188166100),payload_bytes
0,1757857290080331200,1.757856806895189e+18,3023872.0,101
1,1757857290180406000,1.757856806995342e+18,3102208.0,101
2,1757857290280719100,1.757856807095762e+18,3208960.0,101
3,1757857290380880500,1.757856807195971e+18,3256832.0,101
4,1757857290480839500,1.757856807295824e+18,3150592.0,101
5,1757857290580940800,1.757856807396279e+18,3504384.0,101
6,1757857290680507900,1.757856807495777e+18,3435264.0,101
7,1757857290780443300,1.757856807595577e+18,3299840.0,101
8,1757857290880910600,1.757856807696e+18,3255552.0,101
9,1757857290980834900,1.757856807795871e+18,3202304.0,101
10,1757857291080968500,1.757856807896003e+18,3200768.0,102
11,1757857291180515000,1.757856807995703e+18,3354112.0,102
12,1757857291280663100,1.757856808096991e+18,4494080.0,102
13,1757857291380946600,1.757856808196044e+18,3263488.0,102
14,1757857291480878900,1.757856808296438e+18,3725312.0,102
15,1757857291580695600,1.757856808395763e+18,3233536.0,102
16,1757857291680621300,1.757856808495805e+18,3349760.0,102
17,1757857291780680900,1.757856808595789e+18,3274240.0,102
18,1757857291881073100,1.757856808696293e+18,3386112.0,102
19,1757857291981076100,1.757856808796192e+18,3281920.0,102
20,1757857292080674700,1.757856808896366e+18,3857408.0,102
21,1757857292180405200,1.757856808995529e+18,3289856.0,102
22,1757857292280665600,1.757856809095775e+18,3275520.0,102
23,1757857292381145000,1.757856809196425e+18,3446016.0,102
24,1757857292480557200,1.757856809295645e+18,3253760.0,102
25,1757857292580676000,1.757856809395736e+18,3226112.0,102
26,1757857292680446300,1.757856809495718e+18,3437824.0,102
27,1757857292780505600,1.757856809595627e+18,3287552.0,102
28,1757857292880803700,1.757856809696171e+18,3533568.0,102
29,1757857292980658600,1.757856809795727e+18,3234560.0,102
30,1757857293080727000,1.75785680989585e+18,3289088.0,102
31,1757857293180434500,1.757856809995457e+18,3188736.0,102
32,1757857293280647900,1.757856810095962e+18,3480320.0,102
33,1757857293381026000,1.757856810196285e+18,3425024.0,102
34,1757857293481007900,1.757856810296061e+18,3219200.0,102
35,1757857293580483700,1.757856810395688e+18,3370496.0,102
36,1757857293680868100,1.757856810496076e+18,3374080.0,102
37,1757857293780490900,1.757856810595578e+18,3253248.0,102
38,1757857293880921100,1.757856810696041e+18,3286016.0,102
39,1757857293980922700,1.757856810795934e+18,3177472.0,102
40,1757857294080647600,1.75785681089572e+18,3238400.0,102
41,1757857294180402900,1.757856810995609e+18,3372288.0,102
42,1757857294280669400,1.757856811095758e+18,3254784.0,102
43,1757857294380965200,1.757856811196059e+18,3259904.0,102
44,1757857294480649500,1.757856811295891e+18,3407616.0,102
45,1757857294580873600,1.757856811396027e+18,3319296.0,102
46,1757857294680593400,1.757856811495866e+18,3438848.0,102
47,1757857294780826900,1.757856811617343e+18,24682240.0,102
48,1757857294881072700,1.757856811696193e+18,3286528.0,102
49,1757857294980886600,1.757856811796015e+18,3294720.0,102
