time_s,cwnd_bytes,rtt_ms
0.0,1461,22.531
1.0,193,21.372
2.0,225,24.402
3.0,254,32.194
4.0,277,17.899
5.0,153,18.957
6.0,193,17.852
7.0,227,16.635
8.0,255,33.817
9.0,281,37.295
10.0,155,22.065
11.0,190,21.574
12.0,220,24.543
13.0,246,27.526
14.0,271,27.503
15.0,162,27.164
16.0,189,26.745
17.0,216,33.606
18.0,244,36.602
19.0,269,33.198
20.0,171,26.852
21.0,204,20.443
22.0,234,36.529
23.0,260,32.722
24.0,283,32.172
25.0,309,27.893
26.0,332,43.806
27.0,359,40.336
28.0,387,15.695
29.0,414,36.081
30.0,440,21.378
31.0,465,31.151
32.0,1,37.197
33.0,498,23.71
34.0,521,39.345
35.0,542,43.423
36.0,305,18.627
37.0,337,31.622
38.0,364,17.558
39.0,388,22.7
40.0,204,29.497
41.0,1,29.497
42.0,417,10.197
43.0,451,42.547
44.0,247,21.449
45.0,283,20.412
46.0,320,21.394
47.0,349,25.477
48.0,375,33.741
49.0,397,35.305
50.0,212,17.223
51.0,244,29.747
52.0,272,29.062
53.0,297,23.779
54.0,176,15.98
55.0,212,18.46
56.0,244,25.432
57.0,270,29.251
58.0,295,43.067
0.0,1461,22.531
1.0,193,21.372
2.0,225,24.402
3.0,254,32.194
4.0,277,17.899
5.0,153,18.957
6.0,193,17.852
7.0,227,16.635
8.0,255,33.817
9.0,281,37.295
10.0,155,22.065
11.0,190,21.574
12.0,220,24.543
13.0,246,27.526
14.0,271,27.503
15.0,162,27.164
16.0,189,26.745
17.0,216,33.606
18.0,244,36.602
19.0,269,33.198
20.0,171,26.852
21.0,204,20.443
22.0,234,36.529
23.0,260,32.722
24.0,283,32.172
25.0,309,27.893
26.0,332,43.806
27.0,359,40.336
28.0,387,15.695
29.0,414,36.081
30.0,440,21.378
31.0,465,31.151
32.0,1,37.197
33.0,498,23.71
34.0,521,39.345
35.0,542,43.423
36.0,305,18.627
37.0,337,31.622
38.0,364,17.558
39.0,388,22.7
40.0,204,29.497
41.0,1,29.497
42.0,417,10.197
43.0,451,42.547
44.0,247,21.449
45.0,283,20.412
46.0,320,21.394
47.0,349,25.477
48.0,375,33.741
49.0,397,35.305
50.0,212,17.223
51.0,244,29.747
52.0,272,29.062
53.0,297,23.779
54.0,176,15.98
55.0,212,18.46
56.0,244,25.432
57.0,270,29.251
58.0,295,43.067
