time_s,cwnd_bytes,rtt_ms
0.0,10,79.004
1.0,10,79.004
2.0,10,79.004
3.0,10,79.004
4.0,10,79.004
5.0,10,79.004
6.0,10,79.004
7.0,10,79.004
8.0,10,79.004
9.0,10,79.004
10.0,10,79.004
11.0,10,79.004
12.0,10,79.004
13.0,10,79.004
14.0,10,79.004
15.0,10,79.004
16.0,10,79.004
17.0,10,79.004
18.0,10,79.004
19.0,10,79.004
20.0,10,79.004
21.0,10,79.004
22.0,10,79.004
23.0,10,79.004
24.0,10,79.004
25.0,10,79.004
26.0,10,79.004
27.0,10,79.004
28.0,10,79.004
29.0,10,79.004
30.0,10,79.004
31.0,10,79.004
32.0,10,79.004
33.0,10,79.004
34.0,10,79.004
35.0,10,79.004
36.0,10,79.004
37.0,10,79.004
38.0,10,79.004
39.0,10,79.004
40.0,10,79.004
41.0,10,79.004
42.0,10,79.004
43.0,10,79.004
44.0,10,79.004
45.0,10,79.004
46.0,10,79.004
47.0,10,79.004
48.0,10,79.004
49.0,10,79.004
50.0,10,79.004
51.0,10,79.004
52.0,10,79.004
53.0,10,79.004
54.0,10,79.004
55.0,10,79.004
56.0,10,79.004
57.0,10,79.004
58.0,10,79.004
