time_s,cwnd_bytes,rtt_ms
0.0,11,2.835
1.0,11,2.835
2.0,11,2.835
3.0,11,2.835
4.0,11,2.835
5.0,11,2.835
6.0,11,2.835
7.0,11,2.835
8.0,11,2.835
9.0,11,2.835
10.0,11,2.835
11.0,11,2.835
12.0,11,2.835
13.0,11,2.835
14.0,11,2.835
15.0,11,2.835
16.0,11,2.835
17.0,11,2.835
18.0,11,2.835
19.0,11,2.835
20.0,11,2.835
21.0,11,2.835
22.0,11,2.835
23.0,11,2.835
24.0,11,2.835
25.0,11,2.835
26.0,11,2.835
27.0,11,2.835
28.0,11,2.835
29.0,11,2.835
30.0,11,2.835
31.0,11,2.835
32.0,11,2.835
33.0,11,2.835
34.0,11,2.835
35.0,11,2.835
36.0,11,2.835
37.0,11,2.835
38.0,11,2.835
39.0,11,2.835
40.0,11,2.835
41.0,11,2.835
42.0,11,2.835
43.0,11,2.835
44.0,11,2.835
45.0,11,2.835
46.0,11,2.835
47.0,11,2.835
48.0,11,2.835
49.0,11,2.835
50.0,11,2.835
51.0,11,2.835
52.0,11,2.835
53.0,11,2.835
54.0,11,2.835
55.0,11,2.835
56.0,11,2.835
57.0,11,2.835
58.0,11,2.835
0.0,11,2.835
1.0,11,2.835
2.0,11,2.835
3.0,11,2.835
4.0,11,2.835
5.0,11,2.835
6.0,11,2.835
7.0,11,2.835
8.0,11,2.835
9.0,11,2.835
10.0,11,2.835
11.0,11,2.835
12.0,11,2.835
13.0,11,2.835
14.0,11,2.835
15.0,11,2.835
16.0,11,2.835
17.0,11,2.835
18.0,11,2.835
19.0,11,2.835
20.0,11,2.835
21.0,11,2.835
22.0,11,2.835
23.0,11,2.835
24.0,11,2.835
25.0,11,2.835
26.0,11,2.835
27.0,11,2.835
28.0,11,2.835
29.0,11,2.835
30.0,11,2.835
31.0,11,2.835
32.0,11,2.835
33.0,11,2.835
34.0,11,2.835
35.0,11,2.835
36.0,11,2.835
37.0,11,2.835
38.0,11,2.835
39.0,11,2.835
40.0,11,2.835
41.0,11,2.835
42.0,11,2.835
43.0,11,2.835
44.0,11,2.835
45.0,11,2.835
46.0,11,2.835
47.0,11,2.835
48.0,11,2.835
49.0,11,2.835
50.0,11,2.835
51.0,11,2.835
52.0,11,2.835
53.0,11,2.835
54.0,11,2.835
55.0,11,2.835
56.0,11,2.835
57.0,11,2.835
58.0,11,2.835
