time_s,cwnd_bytes,rtt_ms
0.0,11,2.673
1.0,11,2.673
2.0,11,2.673
3.0,11,2.673
4.0,11,2.673
5.0,11,2.673
6.0,11,2.673
7.0,11,2.673
8.0,11,2.673
9.0,11,2.673
10.0,11,2.673
11.0,11,2.673
12.0,11,2.673
13.0,11,2.673
14.0,11,2.673
15.0,11,2.673
16.0,11,2.673
17.0,11,2.673
18.0,11,2.673
19.0,11,2.673
20.0,11,2.673
21.0,11,2.673
22.0,11,2.673
23.0,11,2.673
24.0,11,2.673
25.0,11,2.673
26.0,11,2.673
27.0,11,2.673
28.0,11,2.673
29.0,11,2.673
30.0,11,2.673
31.0,11,2.673
32.0,11,2.673
33.0,11,2.673
34.0,11,2.673
35.0,11,2.673
36.0,11,2.673
37.0,11,2.673
38.0,11,2.673
39.0,11,2.673
40.0,11,2.673
41.0,11,2.673
42.0,11,2.673
43.0,11,2.673
44.0,11,2.673
45.0,11,2.673
46.0,11,2.673
47.0,11,2.673
48.0,11,2.673
49.0,11,2.673
50.0,11,2.673
51.0,11,2.673
52.0,11,2.673
53.0,11,2.673
54.0,11,2.673
55.0,11,2.673
56.0,11,2.673
57.0,11,2.673
58.0,11,2.673
0.0,11,2.673
1.0,11,2.673
2.0,11,2.673
3.0,11,2.673
4.0,11,2.673
5.0,11,2.673
6.0,11,2.673
7.0,11,2.673
8.0,11,2.673
9.0,11,2.673
10.0,11,2.673
11.0,11,2.673
12.0,11,2.673
13.0,11,2.673
14.0,11,2.673
15.0,11,2.673
16.0,11,2.673
17.0,11,2.673
18.0,11,2.673
19.0,11,2.673
20.0,11,2.673
21.0,11,2.673
22.0,11,2.673
23.0,11,2.673
24.0,11,2.673
25.0,11,2.673
26.0,11,2.673
27.0,11,2.673
28.0,11,2.673
29.0,11,2.673
30.0,11,2.673
31.0,11,2.673
32.0,11,2.673
33.0,11,2.673
34.0,11,2.673
35.0,11,2.673
36.0,11,2.673
37.0,11,2.673
38.0,11,2.673
39.0,11,2.673
40.0,11,2.673
41.0,11,2.673
42.0,11,2.673
43.0,11,2.673
44.0,11,2.673
45.0,11,2.673
46.0,11,2.673
47.0,11,2.673
48.0,11,2.673
49.0,11,2.673
50.0,11,2.673
51.0,11,2.673
52.0,11,2.673
53.0,11,2.673
54.0,11,2.673
55.0,11,2.673
56.0,11,2.673
57.0,11,2.673
58.0,11,2.673
