time_s,cwnd_bytes,rtt_ms
0.0,5797,65.627
1.0,1461,43.797
2.0,747,23.729
3.0,782,28.124
4.0,816,22.906
5.0,849,24.021
6.0,237,10.863
7.0,315,13.32
8.0,383,16.215
9.0,442,18.047
10.0,496,17.412
11.0,545,21.736
12.0,590,18.818
13.0,343,13.509
14.0,405,16.489
15.0,458,17.736
16.0,509,18.451
17.0,558,19.692
18.0,602,22.323
19.0,643,23.216
20.0,682,22.04
21.0,388,17.833
22.0,440,17.158
23.0,297,12.959
24.0,365,15.406
25.0,425,16.805
26.0,275,13.139
27.0,346,15.141
28.0,410,16.541
29.0,467,17.966
30.0,518,19.385
31.0,566,20.305
32.0,611,21.29
33.0,360,15.658
34.0,421,17.596
35.0,236,12.37
36.0,314,12.23
37.0,381,16.118
38.0,438,17.214
39.0,491,16.61
40.0,529,19.673
41.0,221,11.181
42.0,301,12.811
43.0,369,16.06
44.0,430,17.997
45.0,480,16.57
46.0,523,17.387
47.0,563,30.609
48.0,302,15.576
49.0,370,14.42
50.0,429,15.528
51.0,483,18.667
52.0,288,14.804
53.0,356,15.477
54.0,209,10.221
55.0,288,14.365
56.0,327,16.223
57.0,371,21.545
58.0,424,15.635
