time_s,throughput_mbps,retrans
0,67.0715088048191,0
1.000557,25.152642907472938,0
2.001081,31.456526268060223,0
3.001105,36.70166506171957,0
4.001064,32.504457185197374,0
5.001107,30.408794625270083,0
6.001104,32.505239886677984,0
7.001123,28.328464096523692,0
8.000526,33.55436400013781,0
9.000528,32.48678669342632,0
10.001115,33.55413200268219,0
11.001124,36.70052750368003,0
12.001114,34.60321631375407,0
13.001108,35.651620125036594,0
14.001107,36.723736698779014,0
15.000465,32.48490189126901,0
16.00111,32.507285937900434,0
17.001066,32.50127252138319,0
18.001207,31.460426564708683,0
19.001107,32.52452484077887,0
20.000533,37.726928105962536,0
21.001111,33.57568545346425,0
22.000478,32.48519601436988,0
23.001114,35.65155000003242,0
24.001115,34.603181250867436,0
25.00111,33.554432,0
26.00111,36.70008562515073,0
27.001112,32.50582500002957,0
28.001113,30.408887063602055,0
29.001107,33.55419600165986,0
30.001114,31.4573118750323,0
31.001113,33.55463400121606,0
32.001107,33.55440000003052,0
33.001108,32.50507714366223,0
34.001132,34.60363088621233,0
35.001114,28.31141025070971,0
36.001119,30.409160756860658,0
37.001104,29.37428707499644,0
38.000622,34.60612265532836,0
39.000532,32.505856,0
40.000532,31.438762157251958,0
41.001121,33.554834004816236,0
42.001109,34.603008,0
43.001109,40.8944250000372,0
44.00111,30.408490126504248,0
45.001117,33.554432,0
46.001117,33.55466600163187,0
47.00111,30.408856250762287,0
48.001105,30.408675000027657,0
49.001106,31.45715250051677,0
50.00111,33.55134428416117,0
51.001202,30.411531762934576,0
52.001109,33.574005411162304,0
53.000526,28.294943249113246,0
54.001113,32.507838183364726,0
55.001052,32.50381012877226,0
56.001115,37.74884850033528,0
57.001112,34.603008,0
58.001112,31.457216250129193,0
59.001114,30.376200779180298,0
0,67.0715088048191,0
1.000557,25.152642907472938,0
2.001081,31.456526268060223,0
3.001105,36.70166506171957,0
4.001064,32.504457185197374,0
5.001107,30.408794625270083,0
6.001104,32.505239886677984,0
7.001123,28.328464096523692,0
8.000526,33.55436400013781,0
9.000528,32.48678669342632,0
10.001115,33.55413200268219,0
11.001124,36.70052750368003,0
12.001114,34.60321631375407,0
13.001108,35.651620125036594,0
14.001107,36.723736698779014,0
15.000465,32.48490189126901,0
16.00111,32.507285937900434,0
17.001066,32.50127252138319,0
18.001207,31.460426564708683,0
19.001107,32.52452484077887,0
20.000533,37.726928105962536,0
21.001111,33.57568545346425,0
22.000478,32.48519601436988,0
23.001114,35.65155000003242,0
24.001115,34.603181250867436,0
25.00111,33.554432,0
26.00111,36.70008562515073,0
27.001112,32.50582500002957,0
28.001113,30.408887063602055,0
29.001107,33.55419600165986,0
30.001114,31.4573118750323,0
31.001113,33.55463400121606,0
32.001107,33.55440000003052,0
33.001108,32.50507714366223,0
34.001132,34.60363088621233,0
35.001114,28.31141025070971,0
36.001119,30.409160756860658,0
37.001104,29.37428707499644,0
38.000622,34.60612265532836,0
39.000532,32.505856,0
40.000532,31.438762157251958,0
41.001121,33.554834004816236,0
42.001109,34.603008,0
43.001109,40.8944250000372,0
44.00111,30.408490126504248,0
45.001117,33.554432,0
46.001117,33.55466600163187,0
47.00111,30.408856250762287,0
48.001105,30.408675000027657,0
49.001106,31.45715250051677,0
50.00111,33.55134428416117,0
51.001202,30.411531762934576,0
52.001109,33.574005411162304,0
53.000526,28.294943249113246,0
54.001113,32.507838183364726,0
55.001052,32.50381012877226,0
56.001115,37.74884850033528,0
57.001112,34.603008,0
58.001112,31.457216250129193,0
59.001114,30.376200779180298,0
