time_s,cwnd_bytes,rtt_ms
0.0,2046,19.903
1.0,1590,35.981
2.0,700,38.35
3.0,424,26.337
4.0,198,33.397
5.0,52,30.607
6.0,52,37.699
7.0,38,38.604
8.0,44,32.089
9.0,4,40.178
10.0,77,39.162
11.0,98,24.827
12.0,118,38.428
13.0,82,34.82
14.0,136,53.664
15.0,128,35.374
16.0,110,39.565
17.0,124,25.846
18.0,112,41.825
19.0,124,29.705
20.0,124,38.118
21.0,108,39.328
22.0,90,57.589
23.0,104,35.432
24.0,84,13.181
25.0,124,39.017
26.0,118,36.346
27.0,82,34.969
28.0,102,28.474
29.0,116,27.381
30.0,104,30.004
31.0,88,27.404
32.0,136,44.055
33.0,146,35.104
34.0,180,35.132
35.0,198,38.928
36.0,234,27.263
37.0,110,38.293
38.0,98,30.069
39.0,126,27.97
40.0,190,19.631
41.0,194,31.63
42.0,146,24.355
43.0,212,25.583
44.0,278,32.507
45.0,254,36.016
46.0,141,61.462
47.0,184,43.745
48.0,181,41.148
49.0,174,25.692
50.0,226,19.327
51.0,266,33.594
52.0,344,32.799
53.0,356,32.752
54.0,442,18.468
55.0,646,33.054
56.0,666,42.276
57.0,660,33.739
58.0,608,16.862
