time_s,cwnd_bytes,rtt_ms
0.0,2381,54.966
1.0,1211,38.205
2.0,1234,32.244
3.0,1257,33.288
4.0,1279,47.291
5.0,1300,39.474
6.0,661,23.297
7.0,349,15.374
8.0,407,16.643
9.0,462,17.881
10.0,511,20.631
11.0,557,21.842
12.0,600,16.424
13.0,639,22.379
14.0,679,22.205
15.0,366,16.508
16.0,424,16.825
17.0,477,20.757
18.0,306,14.706
19.0,370,15.509
20.0,254,13.371
21.0,324,14.537
22.0,388,16.646
23.0,446,16.727
24.0,499,19.855
25.0,270,97.41
26.0,341,13.879
27.0,405,14.712
28.0,462,18.245
29.0,513,18.144
30.0,559,21.775
31.0,310,14.404
32.0,375,16.096
33.0,212,11.695
34.0,290,12.896
35.0,355,14.341
36.0,216,10.617
37.0,293,13.741
38.0,359,16.209
39.0,212,12.615
40.0,289,15.1
41.0,353,16.576
42.0,213,12.122
43.0,284,12.964
44.0,349,15.666
45.0,196,12.221
46.0,272,13.441
47.0,1,13.5
48.0,237,12.116
49.0,311,14.61
50.0,376,18.235
51.0,433,18.573
52.0,257,11.68
53.0,329,14.975
54.0,391,15.633
55.0,447,18.735
56.0,498,20.645
57.0,546,18.572
58.0,590,22.376
