time_s,cwnd_bytes,rtt_ms
0.0,2129,24.726
1.0,2131,34.059
2.0,2298,25.777
3.0,2437,26.383
4.0,2550,33.284
5.0,1852,28.04
6.0,1958,22.805
7.0,2039,23.129
8.0,2101,31.388
9.0,2148,30.66
10.0,2180,28.404
11.0,2201,28.963
12.0,2213,24.79
13.0,2219,19.596
14.0,2220,33.566
15.0,2220,33.038
16.0,2221,17.432
17.0,2225,33.706
18.0,2236,25.495
19.0,1636,14.383
20.0,1783,26.245
21.0,1907,20.237
22.0,2004,29.764
23.0,2080,25.831
24.0,2139,32.456
25.0,2182,17.786
26.0,2211,11.547
27.0,2230,24.521
28.0,2240,36.413
29.0,2244,61.042
30.0,1717,26.572
31.0,1850,26.293
32.0,1959,16.57
33.0,2044,26.255
34.0,2112,30.563
35.0,2163,13.481
36.0,2199,30.472
37.0,2222,32.504
38.0,2236,15.573
39.0,2243,17.75
40.0,2245,38.211
41.0,2245,26.482
42.0,2245,33.611
43.0,2250,12.944
44.0,1611,12.779
45.0,1765,29.904
46.0,1895,14.148
47.0,1996,28.098
48.0,2076,33.004
49.0,2139,29.224
50.0,2184,33.037
51.0,2217,19.884
52.0,2238,20.156
53.0,2250,12.665
54.0,2255,16.852
55.0,1642,11.427
56.0,1790,20.683
57.0,1339,16.887
58.0,1411,20.608
0.0,2129,24.726
1.0,2131,34.059
2.0,2298,25.777
3.0,2437,26.383
4.0,2550,33.284
5.0,1852,28.04
6.0,1958,22.805
7.0,2039,23.129
8.0,2101,31.388
9.0,2148,30.66
10.0,2180,28.404
11.0,2201,28.963
12.0,2213,24.79
13.0,2219,19.596
14.0,2220,33.566
15.0,2220,33.038
16.0,2221,17.432
17.0,2225,33.706
18.0,2236,25.495
19.0,1636,14.383
20.0,1783,26.245
21.0,1907,20.237
22.0,2004,29.764
23.0,2080,25.831
24.0,2139,32.456
25.0,2182,17.786
26.0,2211,11.547
27.0,2230,24.521
28.0,2240,36.413
29.0,2244,61.042
30.0,1717,26.572
31.0,1850,26.293
32.0,1959,16.57
33.0,2044,26.255
34.0,2112,30.563
35.0,2163,13.481
36.0,2199,30.472
37.0,2222,32.504
38.0,2236,15.573
39.0,2243,17.75
40.0,2245,38.211
41.0,2245,26.482
42.0,2245,33.611
43.0,2250,12.944
44.0,1611,12.779
45.0,1765,29.904
46.0,1895,14.148
47.0,1996,28.098
48.0,2076,33.004
49.0,2139,29.224
50.0,2184,33.037
51.0,2217,19.884
52.0,2238,20.156
53.0,2250,12.665
54.0,2255,16.852
55.0,1642,11.427
56.0,1790,20.683
57.0,1339,16.887
58.0,1411,20.608
