time_s,cwnd_bytes,rtt_ms
0.0,1104,28.524
1.0,2501,72.306
2.0,1835,70.053
3.0,2228,57.759
4.0,2388,43.695
5.0,1761,45.488
6.0,1860,39.864
7.0,1937,44.065
8.0,1999,46.989
9.0,1,25.921
10.0,735,26.589
11.0,569,18.696
12.0,613,20.748
13.0,457,18.018
14.0,491,19.075
15.0,514,16.883
16.0,527,24.247
17.0,365,16.868
18.0,281,13.206
19.0,222,11.72
20.0,266,13.029
21.0,306,14.978
22.0,343,14.148
23.0,378,14.281
24.0,410,16.095
25.0,441,17.822
26.0,470,14.976
27.0,1,13.541
28.0,1264,41.984
29.0,1533,37.693
30.0,1,42.002
31.0,354,12.852
32.0,509,19.007
33.0,638,21.337
34.0,740,28.584
35.0,823,29.639
36.0,887,21.558
37.0,669,22.57
38.0,707,21.496
39.0,732,26.281
40.0,747,26.909
41.0,754,21.229
42.0,757,24.403
43.0,757,22.258
44.0,776,26.109
45.0,794,24.42
46.0,610,22.74
47.0,674,23.647
48.0,722,23.337
49.0,756,28.511
50.0,778,24.866
51.0,792,32.394
52.0,798,26.241
53.0,585,21.445
54.0,452,18.691
55.0,480,17.775
56.0,499,17.327
57.0,526,16.636
58.0,552,18.333
