time_s,cwnd_bytes,rtt_ms
0.0,698,176.665
1.0,859,24.118
2.0,662,30.083
3.0,687,173.16
4.0,476,170.943
5.0,1,49.411
6.0,135,52.767
7.0,237,56.241
8.0,390,96.356
9.0,413,209.743
10.0,323,50.418
11.0,248,49.514
12.0,284,60.644
13.0,226,92.365
14.0,248,94.387
15.0,271,68.811
16.0,118,118.395
17.0,166,47.151
18.0,191,86.66
19.0,176,41.136
20.0,65,119.352
21.0,1,40.847
22.0,249,64.29
23.0,1,70.429
24.0,268,53.469
25.0,307,120.394
26.0,346,63.765
27.0,261,55.257
28.0,345,58.964
29.0,280,72.758
30.0,202,151.258
31.0,227,56.774
32.0,252,42.724
33.0,186,29.11
34.0,211,50.403
35.0,158,46.246
36.0,187,61.506
37.0,1,45.696
38.0,167,52.955
39.0,186,47.931
40.0,255,62.7
41.0,282,74.354
42.0,410,64.923
43.0,295,55.984
44.0,352,81.709
45.0,231,85.687
46.0,260,83.727
47.0,199,50.562
48.0,152,46.832
49.0,166,57.071
50.0,53,117.875
51.0,146,61.706
52.0,1,44.728
53.0,1,44.728
54.0,122,84.41
55.0,142,92.587
56.0,155,51.494
57.0,160,46.378
58.0,161,51.395
0.0,698,176.665
1.0,859,24.118
2.0,662,30.083
3.0,687,173.16
4.0,476,170.943
5.0,1,49.411
6.0,135,52.767
7.0,237,56.241
8.0,390,96.356
9.0,413,209.743
10.0,323,50.418
11.0,248,49.514
12.0,284,60.644
13.0,226,92.365
14.0,248,94.387
15.0,271,68.811
16.0,118,118.395
17.0,166,47.151
18.0,191,86.66
19.0,176,41.136
20.0,65,119.352
21.0,1,40.847
22.0,249,64.29
23.0,1,70.429
24.0,268,53.469
25.0,307,120.394
26.0,346,63.765
27.0,261,55.257
28.0,345,58.964
29.0,280,72.758
30.0,202,151.258
31.0,227,56.774
32.0,252,42.724
33.0,186,29.11
34.0,211,50.403
35.0,158,46.246
36.0,187,61.506
37.0,1,45.696
38.0,167,52.955
39.0,186,47.931
40.0,255,62.7
41.0,282,74.354
42.0,410,64.923
43.0,295,55.984
44.0,352,81.709
45.0,231,85.687
46.0,260,83.727
47.0,199,50.562
48.0,152,46.832
49.0,166,57.071
50.0,53,117.875
51.0,146,61.706
52.0,1,44.728
53.0,1,44.728
54.0,122,84.41
55.0,142,92.587
56.0,155,51.494
57.0,160,46.378
58.0,161,51.395
