time_s,cwnd_bytes,rtt_ms
0.0,1634,47.245
1.0,1484,14.835
2.0,1520,10.805
3.0,1554,19.229
4.0,1589,18.552
5.0,1619,11.469
6.0,1651,17.285
7.0,1683,16.489
8.0,1714,12.871
9.0,1745,18.991
10.0,1775,23.565
11.0,1802,13.429
12.0,1830,20.681
13.0,1858,24.417
14.0,1886,26.661
15.0,1916,30.884
16.0,1941,22.873
17.0,1966,11.189
18.0,1991,31.33
19.0,2016,21.524
20.0,2043,27.17
21.0,2067,11.945
22.0,2092,24.097
23.0,2115,17.84
24.0,2138,17.76
25.0,2159,18.17
26.0,2182,16.341
27.0,2204,29.082
28.0,2225,34.664
29.0,1125,14.14
30.0,1172,19.235
31.0,1219,12.045
32.0,1262,11.509
33.0,1304,12.36
34.0,1345,14.13
35.0,1384,14.199
36.0,1421,12.279
37.0,1458,16.658
38.0,1495,17.043
39.0,1530,19.962
40.0,1566,24.096
41.0,1597,16.999
42.0,1631,21.026
43.0,1664,15.794
44.0,1696,16.812
45.0,1727,11.449
46.0,1756,22.39
47.0,1788,26.004
48.0,1818,13.455
49.0,1844,39.015
50.0,1871,22.882
51.0,986,10.533
52.0,1039,11.573
53.0,1090,11.278
54.0,1140,16.898
55.0,1184,14.992
56.0,1230,13.19
57.0,1274,11.402
58.0,1317,15.466
