time_s,cwnd_bytes,rtt_ms
0.0,13,59.013
1.0,13,59.013
2.0,13,59.013
3.0,13,59.013
4.0,13,59.013
5.0,13,59.013
6.0,13,59.013
7.0,13,59.013
8.0,13,59.013
9.0,13,59.013
10.0,13,59.013
11.0,13,59.013
12.0,13,59.013
13.0,13,59.013
14.0,13,59.013
15.0,13,59.013
16.0,13,59.013
17.0,13,59.013
18.0,13,59.013
19.0,13,59.013
20.0,13,59.013
21.0,13,59.013
22.0,13,59.013
23.0,13,59.013
24.0,13,59.013
25.0,13,59.013
26.0,13,59.013
27.0,13,59.013
28.0,13,59.013
29.0,13,59.013
30.0,13,59.013
31.0,13,59.013
32.0,13,59.013
33.0,13,59.013
34.0,13,59.013
35.0,13,59.013
36.0,13,59.013
37.0,13,59.013
38.0,13,59.013
39.0,13,59.013
40.0,13,59.013
41.0,13,59.013
42.0,13,59.013
43.0,13,59.013
44.0,13,59.013
45.0,13,59.013
46.0,13,59.013
47.0,13,59.013
48.0,13,59.013
49.0,13,59.013
50.0,13,59.013
51.0,13,59.013
52.0,13,59.013
53.0,13,59.013
54.0,13,59.013
55.0,13,59.013
56.0,13,59.013
57.0,13,59.013
58.0,13,59.013
0.0,13,59.013
1.0,13,59.013
2.0,13,59.013
3.0,13,59.013
4.0,13,59.013
5.0,13,59.013
6.0,13,59.013
7.0,13,59.013
8.0,13,59.013
9.0,13,59.013
10.0,13,59.013
11.0,13,59.013
12.0,13,59.013
13.0,13,59.013
14.0,13,59.013
15.0,13,59.013
16.0,13,59.013
17.0,13,59.013
18.0,13,59.013
19.0,13,59.013
20.0,13,59.013
21.0,13,59.013
22.0,13,59.013
23.0,13,59.013
24.0,13,59.013
25.0,13,59.013
26.0,13,59.013
27.0,13,59.013
28.0,13,59.013
29.0,13,59.013
30.0,13,59.013
31.0,13,59.013
32.0,13,59.013
33.0,13,59.013
34.0,13,59.013
35.0,13,59.013
36.0,13,59.013
37.0,13,59.013
38.0,13,59.013
39.0,13,59.013
40.0,13,59.013
41.0,13,59.013
42.0,13,59.013
43.0,13,59.013
44.0,13,59.013
45.0,13,59.013
46.0,13,59.013
47.0,13,59.013
48.0,13,59.013
49.0,13,59.013
50.0,13,59.013
51.0,13,59.013
52.0,13,59.013
53.0,13,59.013
54.0,13,59.013
55.0,13,59.013
56.0,13,59.013
57.0,13,59.013
58.0,13,59.013
