time_s,cwnd_bytes,rtt_ms
0.0,1,48.326
1.0,345,18.095
2.0,365,142.607
3.0,365,214.0
4.0,365,112.997
5.0,366,142.749
6.0,177,51.159
7.0,188,107.772
8.0,98,38.228
9.0,57,30.263
10.0,1,30.263
11.0,84,27.669
12.0,106,29.481
13.0,132,39.45
14.0,72,29.789
15.0,50,27.105
16.0,1,28.076
17.0,89,67.763
18.0,94,56.281
19.0,105,35.843
20.0,66,25.817
21.0,86,33.753
22.0,114,37.054
23.0,123,45.579
24.0,136,67.466
25.0,81,32.863
26.0,56,37.365
27.0,40,26.391
28.0,36,22.298
29.0,68,29.885
30.0,84,37.893
31.0,54,20.343
32.0,77,33.786
33.0,47,32.427
34.0,31,22.155
35.0,66,26.451
36.0,41,47.216
37.0,71,24.981
38.0,38,178.234
39.0,69,24.218
40.0,44,26.491
41.0,68,23.474
42.0,26,22.673
43.0,66,27.992
44.0,98,31.398
45.0,53,28.174
46.0,28,65.965
47.0,39,25.497
48.0,61,30.657
49.0,78,34.651
50.0,95,35.483
51.0,102,41.909
52.0,117,39.998
53.0,1,42.802
54.0,79,26.866
55.0,108,37.784
56.0,128,45.573
57.0,147,39.518
58.0,164,36.666
0.0,1,48.326
1.0,345,18.095
2.0,365,142.607
3.0,365,214.0
4.0,365,112.997
5.0,366,142.749
6.0,177,51.159
7.0,188,107.772
8.0,98,38.228
9.0,57,30.263
10.0,1,30.263
11.0,84,27.669
12.0,106,29.481
13.0,132,39.45
14.0,72,29.789
15.0,50,27.105
16.0,1,28.076
17.0,89,67.763
18.0,94,56.281
19.0,105,35.843
20.0,66,25.817
21.0,86,33.753
22.0,114,37.054
23.0,123,45.579
24.0,136,67.466
25.0,81,32.863
26.0,56,37.365
27.0,40,26.391
28.0,36,22.298
29.0,68,29.885
30.0,84,37.893
31.0,54,20.343
32.0,77,33.786
33.0,47,32.427
34.0,31,22.155
35.0,66,26.451
36.0,41,47.216
37.0,71,24.981
38.0,38,178.234
39.0,69,24.218
40.0,44,26.491
41.0,68,23.474
42.0,26,22.673
43.0,66,27.992
44.0,98,31.398
45.0,53,28.174
46.0,28,65.965
47.0,39,25.497
48.0,61,30.657
49.0,78,34.651
50.0,95,35.483
51.0,102,41.909
52.0,117,39.998
53.0,1,42.802
54.0,79,26.866
55.0,108,37.784
56.0,128,45.573
57.0,147,39.518
58.0,164,36.666
