time_s,cwnd_bytes,rtt_ms
0.0,47,5.647
1.0,34,53.975
2.0,27,12.037
3.0,13,11.284
4.0,14,11.136
5.0,24,12.614
6.0,14,10.791
7.0,17,12.603
8.0,16,13.358
9.0,14,10.605
10.0,28,11.807
11.0,25,11.109
12.0,13,10.467
13.0,16,11.044
14.0,16,11.226
15.0,15,12.459
16.0,23,37.326
17.0,13,11.285
18.0,12,29.959
19.0,11,10.063
20.0,30,11.876
21.0,15,11.113
22.0,23,10.559
23.0,22,11.94
24.0,14,10.676
25.0,21,11.519
26.0,25,10.631
27.0,19,11.379
28.0,23,9.883
29.0,17,9.664
30.0,21,10.976
31.0,16,28.82
32.0,17,9.814
33.0,18,9.458
34.0,13,10.2
35.0,16,10.587
36.0,11,11.102
37.0,19,10.627
38.0,16,10.742
39.0,18,11.839
40.0,26,10.856
41.0,23,11.15
42.0,16,12.047
43.0,17,10.548
44.0,16,10.133
45.0,17,13.624
46.0,20,11.53
47.0,15,17.536
48.0,17,21.8
49.0,19,10.694
50.0,13,11.143
51.0,13,9.709
52.0,24,14.429
53.0,17,10.396
54.0,27,12.968
55.0,26,10.248
56.0,13,9.897
57.0,20,10.265
58.0,28,11.357
0.0,47,5.647
1.0,34,53.975
2.0,27,12.037
3.0,13,11.284
4.0,14,11.136
5.0,24,12.614
6.0,14,10.791
7.0,17,12.603
8.0,16,13.358
9.0,14,10.605
10.0,28,11.807
11.0,25,11.109
12.0,13,10.467
13.0,16,11.044
14.0,16,11.226
15.0,15,12.459
16.0,23,37.326
17.0,13,11.285
18.0,12,29.959
19.0,11,10.063
20.0,30,11.876
21.0,15,11.113
22.0,23,10.559
23.0,22,11.94
24.0,14,10.676
25.0,21,11.519
26.0,25,10.631
27.0,19,11.379
28.0,23,9.883
29.0,17,9.664
30.0,21,10.976
31.0,16,28.82
32.0,17,9.814
33.0,18,9.458
34.0,13,10.2
35.0,16,10.587
36.0,11,11.102
37.0,19,10.627
38.0,16,10.742
39.0,18,11.839
40.0,26,10.856
41.0,23,11.15
42.0,16,12.047
43.0,17,10.548
44.0,16,10.133
45.0,17,13.624
46.0,20,11.53
47.0,15,17.536
48.0,17,21.8
49.0,19,10.694
50.0,13,11.143
51.0,13,9.709
52.0,24,14.429
53.0,17,10.396
54.0,27,12.968
55.0,26,10.248
56.0,13,9.897
57.0,20,10.265
58.0,28,11.357
