time_s,rtt_ms
0.0,27.8
0.179,5.93
0.377,3.63
0.58,5.12
0.781,5.32
0.983,6.36
1.207,29.6
1.407,28.5
1.604,24.1
1.801,20.5
1.996,14.4
2.203,21.3
2.395,11.6
2.597,12.3
2.796,10.8
2.998,12.0
3.201,14.2
3.397,9.31
3.6,11.4
3.802,13.1
4.0,9.8
4.199,7.8
4.404,11.8
4.604,11.8
4.802,9.25
5.0,6.45
5.202,7.49
5.409,12.7
5.609,12.4
5.81,12.2
6.009,11.0
6.21,10.6
6.413,12.6
6.608,6.22
6.814,11.3
7.011,7.92
7.33,126.0
7.415,11.0
7.618,13.0
7.821,16.0
8.063,56.6
8.23,23.2
8.532,125.0
8.618,9.05
8.818,8.33
9.019,8.41
9.222,11.4
9.422,10.2
9.62,7.69
9.827,14.5
10.03,16.6
10.224,9.38
10.423,7.61
10.629,12.1
10.824,6.99
11.029,11.0
11.232,13.2
11.427,8.23
11.631,11.0
11.834,13.5
12.03,9.02
12.234,12.2
12.442,19.6
12.634,9.9
12.834,9.86
13.033,8.74
13.235,10.2
13.435,9.72
13.635,8.3
13.844,16.5
14.044,14.6
14.24,10.1
14.441,9.72
14.642,11.2
14.846,14.5
15.043,10.2
15.248,13.6
15.447,11.7
15.649,12.0
15.85,12.7
16.048,10.2
16.252,13.1
16.447,7.22
16.654,13.1
16.852,11.0
17.051,9.23
17.254,11.3
17.452,8.68
17.655,10.4
17.859,13.5
18.06,13.6
18.26,12.3
18.458,8.9
18.66,10.6
18.862,12.4
19.063,13.0
19.261,9.78
19.468,16.5
19.665,12.2
19.865,12.1
20.062,7.66
20.263,8.36
20.472,16.7
20.666,10.2
20.866,9.61
21.069,11.8
21.272,14.0
21.47,11.6
21.67,10.4
21.873,12.2
22.073,11.3
22.274,11.2
22.477,13.9
22.691,27.5
22.936,71.3
23.143,77.6
23.276,9.34
23.479,12.1
23.713,45.7
23.898,29.8
24.136,67.8
24.369,101.0
24.495,26.5
24.71,40.7
24.881,11.7
25.082,11.7
25.281,8.63
25.483,9.73
25.685,10.1
25.89,14.2
26.089,12.9
26.292,15.6
26.49,12.3
26.691,12.1
26.891,11.8
27.092,12.4
27.288,7.29
27.493,11.8
27.695,13.5
27.893,11.3
28.094,11.5
28.298,14.5
28.494,8.85
28.696,10.3
28.894,9.12
29.097,11.5
29.298,10.8
29.5,12.8
29.697,9.47
29.896,8.21
30.103,14.4
30.298,8.22
30.502,11.2
30.702,10.9
30.9,9.25
31.101,9.04
31.302,9.62
31.506,12.1
31.702,7.5
31.908,13.0
32.106,9.86
32.306,9.19
32.507,9.95
32.708,10.1
32.91,12.0
33.109,9.95
33.309,9.69
33.514,13.5
33.713,11.9
33.912,9.86
34.115,12.9
34.313,9.85
34.517,13.1
34.718,13.4
34.915,9.69
35.113,7.68
35.317,11.1
35.514,7.68
35.715,7.17
35.921,12.1
36.121,11.9
36.323,12.9
36.521,10.7
36.719,8.16
36.924,12.5
37.128,15.3
37.408,94.5
37.646,131.0
37.726,10.1
37.924,7.15
38.145,27.7
38.436,118.0
38.531,11.8
38.732,11.9
38.932,12.4
39.152,31.2
39.449,127.0
39.533,10.9
39.736,12.6
39.935,10.8
40.132,7.76
40.338,12.5
40.54,13.3
40.74,12.1
40.941,12.9
41.145,15.8
41.342,11.0
41.54,8.46
41.746,13.7
41.946,12.3
42.145,10.5
42.351,15.3
42.546,9.59
42.749,11.8
42.948,9.62
43.151,10.8
43.352,11.5
43.846,304.0
43.846,101.0
43.957,11.5
44.156,9.69
44.355,7.34
44.559,10.9
44.755,6.47
44.962,11.8
45.161,10.4
45.362,10.5
45.564,12.0
45.765,11.8
45.965,11.7
46.169,13.6
46.365,9.17
46.568,10.7
46.767,9.82
46.971,13.5
47.169,9.87
47.371,11.7
47.572,11.2
47.771,9.56
47.975,12.0
48.174,10.2
48.375,10.3
48.579,13.8
48.779,12.5
48.98,12.4
49.181,11.9
49.38,10.2
49.577,6.94
49.782,10.8
49.98,8.05
50.185,12.8
50.385,11.9
50.587,13.9
50.785,11.3
50.986,10.6
51.188,12.4
51.392,15.1
51.589,11.4
51.789,10.4
51.991,11.8
52.189,8.82
52.394,14.1
52.593,12.3
52.829,47.1
52.993,10.7
53.21,27.2
53.396,12.2
53.61,25.8
53.846,60.9
53.995,10.1
54.198,11.9
54.398,11.4
54.647,59.9
54.796,7.97
55.0,11.4
55.214,25.2
55.404,14.3
55.636,45.5
55.801,9.32
56.008,15.2
56.257,63.4
56.431,37.4
56.609,14.6
56.812,15.8
57.05,54.2
57.213,16.1
57.403,6.3
57.611,12.8
57.813,14.7
58.012,12.3
58.21,9.38
58.414,12.7
58.62,17.6
58.817,14.2
59.011,7.26
59.215,10.6
59.417,12.2
59.612,6.11
59.817,10.1
0.0,27.8
0.179,5.93
0.377,3.63
0.58,5.12
0.781,5.32
0.983,6.36
1.207,29.6
1.407,28.5
1.604,24.1
1.801,20.5
1.996,14.4
2.203,21.3
2.395,11.6
2.597,12.3
2.796,10.8
2.998,12.0
3.201,14.2
3.397,9.31
3.6,11.4
3.802,13.1
4.0,9.8
4.199,7.8
4.404,11.8
4.604,11.8
4.802,9.25
5.0,6.45
5.202,7.49
5.409,12.7
5.609,12.4
5.81,12.2
6.009,11.0
6.21,10.6
6.413,12.6
6.608,6.22
6.814,11.3
7.011,7.92
7.33,126.0
7.415,11.0
7.618,13.0
7.821,16.0
8.063,56.6
8.23,23.2
8.532,125.0
8.618,9.05
8.818,8.33
9.019,8.41
9.222,11.4
9.422,10.2
9.62,7.69
9.827,14.5
10.03,16.6
10.224,9.38
10.423,7.61
10.629,12.1
10.824,6.99
11.029,11.0
11.232,13.2
11.427,8.23
11.631,11.0
11.834,13.5
12.03,9.02
12.234,12.2
12.442,19.6
12.634,9.9
12.834,9.86
13.033,8.74
13.235,10.2
13.435,9.72
13.635,8.3
13.844,16.5
14.044,14.6
14.24,10.1
14.441,9.72
14.642,11.2
14.846,14.5
15.043,10.2
15.248,13.6
15.447,11.7
15.649,12.0
15.85,12.7
16.048,10.2
16.252,13.1
16.447,7.22
16.654,13.1
16.852,11.0
17.051,9.23
17.254,11.3
17.452,8.68
17.655,10.4
17.859,13.5
18.06,13.6
18.26,12.3
18.458,8.9
18.66,10.6
18.862,12.4
19.063,13.0
19.261,9.78
19.468,16.5
19.665,12.2
19.865,12.1
20.062,7.66
20.263,8.36
20.472,16.7
20.666,10.2
20.866,9.61
21.069,11.8
21.272,14.0
21.47,11.6
21.67,10.4
21.873,12.2
22.073,11.3
22.274,11.2
22.477,13.9
22.691,27.5
22.936,71.3
23.143,77.6
23.276,9.34
23.479,12.1
23.713,45.7
23.898,29.8
24.136,67.8
24.369,101.0
24.495,26.5
24.71,40.7
24.881,11.7
25.082,11.7
25.281,8.63
25.483,9.73
25.685,10.1
25.89,14.2
26.089,12.9
26.292,15.6
26.49,12.3
26.691,12.1
26.891,11.8
27.092,12.4
27.288,7.29
27.493,11.8
27.695,13.5
27.893,11.3
28.094,11.5
28.298,14.5
28.494,8.85
28.696,10.3
28.894,9.12
29.097,11.5
29.298,10.8
29.5,12.8
29.697,9.47
29.896,8.21
30.103,14.4
30.298,8.22
30.502,11.2
30.702,10.9
30.9,9.25
31.101,9.04
31.302,9.62
31.506,12.1
31.702,7.5
31.908,13.0
32.106,9.86
32.306,9.19
32.507,9.95
32.708,10.1
32.91,12.0
33.109,9.95
33.309,9.69
33.514,13.5
33.713,11.9
33.912,9.86
34.115,12.9
34.313,9.85
34.517,13.1
34.718,13.4
34.915,9.69
35.113,7.68
35.317,11.1
35.514,7.68
35.715,7.17
35.921,12.1
36.121,11.9
36.323,12.9
36.521,10.7
36.719,8.16
36.924,12.5
37.128,15.3
37.408,94.5
37.646,131.0
37.726,10.1
37.924,7.15
38.145,27.7
38.436,118.0
38.531,11.8
38.732,11.9
38.932,12.4
39.152,31.2
39.449,127.0
39.533,10.9
39.736,12.6
39.935,10.8
40.132,7.76
40.338,12.5
40.54,13.3
40.74,12.1
40.941,12.9
41.145,15.8
41.342,11.0
41.54,8.46
41.746,13.7
41.946,12.3
42.145,10.5
42.351,15.3
42.546,9.59
42.749,11.8
42.948,9.62
43.151,10.8
43.352,11.5
43.846,304.0
43.846,101.0
43.957,11.5
44.156,9.69
44.355,7.34
44.559,10.9
44.755,6.47
44.962,11.8
45.161,10.4
45.362,10.5
45.564,12.0
45.765,11.8
45.965,11.7
46.169,13.6
46.365,9.17
46.568,10.7
46.767,9.82
46.971,13.5
47.169,9.87
47.371,11.7
47.572,11.2
47.771,9.56
47.975,12.0
48.174,10.2
48.375,10.3
48.579,13.8
48.779,12.5
48.98,12.4
49.181,11.9
49.38,10.2
49.577,6.94
49.782,10.8
49.98,8.05
50.185,12.8
50.385,11.9
50.587,13.9
50.785,11.3
50.986,10.6
51.188,12.4
51.392,15.1
51.589,11.4
51.789,10.4
51.991,11.8
52.189,8.82
52.394,14.1
52.593,12.3
52.829,47.1
52.993,10.7
53.21,27.2
53.396,12.2
53.61,25.8
53.846,60.9
53.995,10.1
54.198,11.9
54.398,11.4
54.647,59.9
54.796,7.97
55.0,11.4
55.214,25.2
55.404,14.3
55.636,45.5
55.801,9.32
56.008,15.2
56.257,63.4
56.431,37.4
56.609,14.6
56.812,15.8
57.05,54.2
57.213,16.1
57.403,6.3
57.611,12.8
57.813,14.7
58.012,12.3
58.21,9.38
58.414,12.7
58.62,17.6
58.817,14.2
