time_s,cwnd_bytes,rtt_ms
0.0,10,4.742
1.0,10,4.742
2.0,10,4.742
3.0,10,4.742
4.0,10,4.742
5.0,10,4.742
6.0,10,4.742
7.0,10,4.742
8.0,10,4.742
9.0,10,4.742
10.0,10,4.742
11.0,10,4.742
12.0,10,4.742
13.0,10,4.742
14.0,10,4.742
15.0,10,4.742
16.0,10,4.742
17.0,10,4.742
18.0,10,4.742
19.0,10,4.742
20.0,10,4.742
21.0,10,4.742
22.0,10,4.742
23.0,10,4.742
24.0,10,4.742
25.0,10,4.742
26.0,10,4.742
27.0,10,4.742
28.0,10,4.742
29.0,10,4.742
30.0,10,4.742
31.0,10,4.742
32.0,10,4.742
33.0,10,4.742
34.0,10,4.742
35.0,10,4.742
36.0,10,4.742
37.0,10,4.742
38.0,10,4.742
39.0,10,4.742
40.0,10,4.742
41.0,10,4.742
42.0,10,4.742
43.0,10,4.742
44.0,10,4.742
45.0,10,4.742
46.0,10,4.742
47.0,10,4.742
48.0,10,4.742
49.0,10,4.742
50.0,10,4.742
51.0,10,4.742
52.0,10,4.742
53.0,10,4.742
54.0,10,4.742
55.0,10,4.742
56.0,10,4.742
57.0,10,4.742
58.0,10,4.742
0.0,10,4.742
1.0,10,4.742
2.0,10,4.742
3.0,10,4.742
4.0,10,4.742
5.0,10,4.742
6.0,10,4.742
7.0,10,4.742
8.0,10,4.742
9.0,10,4.742
10.0,10,4.742
11.0,10,4.742
12.0,10,4.742
13.0,10,4.742
14.0,10,4.742
15.0,10,4.742
16.0,10,4.742
17.0,10,4.742
18.0,10,4.742
19.0,10,4.742
20.0,10,4.742
21.0,10,4.742
22.0,10,4.742
23.0,10,4.742
24.0,10,4.742
25.0,10,4.742
26.0,10,4.742
27.0,10,4.742
28.0,10,4.742
29.0,10,4.742
30.0,10,4.742
31.0,10,4.742
32.0,10,4.742
33.0,10,4.742
34.0,10,4.742
35.0,10,4.742
36.0,10,4.742
37.0,10,4.742
38.0,10,4.742
39.0,10,4.742
40.0,10,4.742
41.0,10,4.742
42.0,10,4.742
43.0,10,4.742
44.0,10,4.742
45.0,10,4.742
46.0,10,4.742
47.0,10,4.742
48.0,10,4.742
49.0,10,4.742
50.0,10,4.742
51.0,10,4.742
52.0,10,4.742
53.0,10,4.742
54.0,10,4.742
55.0,10,4.742
56.0,10,4.742
57.0,10,4.742
58.0,10,4.742
