time_s,cwnd_bytes,rtt_ms
0.0,27,5.795
1.0,16,14.922
2.0,15,9.692
3.0,19,10.564
4.0,23,10.499
5.0,22,12.284
6.0,22,14.27
7.0,11,11.207
8.0,21,11.798
9.0,14,10.736
10.0,19,10.263
11.0,15,12.182
12.0,20,12.577
13.0,19,19.914
14.0,27,10.365
15.0,15,10.178
16.0,20,10.773
17.0,13,11.106
18.0,18,10.673
19.0,18,15.11
20.0,17,11.103
21.0,16,11.423
22.0,15,9.914
23.0,15,10.732
24.0,16,11.525
25.0,12,10.208
26.0,21,10.852
27.0,11,9.791
28.0,13,17.868
29.0,12,11.586
30.0,15,10.775
31.0,16,16.14
32.0,21,10.72
33.0,15,11.271
34.0,18,11.06
35.0,15,10.908
36.0,31,11.147
37.0,23,11.875
38.0,22,10.146
39.0,22,9.627
40.0,26,9.715
41.0,13,13.144
42.0,22,36.716
43.0,16,49.136
44.0,13,10.367
45.0,18,11.52
46.0,23,10.733
47.0,20,11.336
48.0,27,10.633
49.0,17,10.411
50.0,16,10.034
51.0,26,10.314
52.0,21,10.26
53.0,16,10.37
54.0,13,10.462
55.0,16,17.848
56.0,17,25.34
57.0,12,20.371
58.0,23,11.596
0.0,27,5.795
1.0,16,14.922
2.0,15,9.692
3.0,19,10.564
4.0,23,10.499
5.0,22,12.284
6.0,22,14.27
7.0,11,11.207
8.0,21,11.798
9.0,14,10.736
10.0,19,10.263
11.0,15,12.182
12.0,20,12.577
13.0,19,19.914
14.0,27,10.365
15.0,15,10.178
16.0,20,10.773
17.0,13,11.106
18.0,18,10.673
19.0,18,15.11
20.0,17,11.103
21.0,16,11.423
22.0,15,9.914
23.0,15,10.732
24.0,16,11.525
25.0,12,10.208
26.0,21,10.852
27.0,11,9.791
28.0,13,17.868
29.0,12,11.586
30.0,15,10.775
31.0,16,16.14
32.0,21,10.72
33.0,15,11.271
34.0,18,11.06
35.0,15,10.908
36.0,31,11.147
37.0,23,11.875
38.0,22,10.146
39.0,22,9.627
40.0,26,9.715
41.0,13,13.144
42.0,22,36.716
43.0,16,49.136
44.0,13,10.367
45.0,18,11.52
46.0,23,10.733
47.0,20,11.336
48.0,27,10.633
49.0,17,10.411
50.0,16,10.034
51.0,26,10.314
52.0,21,10.26
53.0,16,10.37
54.0,13,10.462
55.0,16,17.848
56.0,17,25.34
57.0,12,20.371
58.0,23,11.596
