time_s,cwnd_bytes,rtt_ms
0.0,1432,23.564
1.0,1224,18.575
2.0,870,108.251
3.0,640,91.785
4.0,435,103.825
5.0,740,108.044
6.0,486,82.435
7.0,514,128.154
8.0,428,57.731
9.0,332,52.158
10.0,534,67.546
11.0,704,63.549
12.0,414,42.831
13.0,708,44.599
14.0,530,42.02
15.0,509,214.142
16.0,530,71.019
17.0,510,58.89
18.0,302,42.454
19.0,378,45.641
20.0,550,133.085
21.0,494,52.782
22.0,356,52.667
23.0,1,50.316
24.0,72,884.343
25.0,292,57.5
26.0,396,53.829
27.0,510,65.719
28.0,404,68.811
29.0,438,48.421
30.0,494,54.039
31.0,546,57.101
32.0,276,67.212
33.0,360,97.038
34.0,270,77.105
35.0,380,126.527
36.0,454,199.914
37.0,236,51.976
38.0,204,117.164
39.0,268,41.461
40.0,290,89.332
41.0,260,48.386
42.0,383,55.324
43.0,1,38.352
44.0,192,51.513
45.0,242,48.699
46.0,183,95.259
47.0,168,233.61
48.0,216,64.349
49.0,296,59.348
50.0,212,55.44
51.0,222,108.867
52.0,178,39.639
53.0,36,62.172
54.0,28,74.542
55.0,20,65.44
56.0,36,39.543
57.0,30,39.533
58.0,1,58.738
