time_s,throughput_mbps,retrans
0,568.0787782545596,0
1.000439,583.0380035177653,113
2.000388,496.6510233893205,0
3.001141,493.8871853760253,0
4.001125,439.35905294918103,121
5.001112,394.26732551917445,0
6.001105,398.7304086564171,0
7.000424,376.1348668152568,0
8.001232,357.608410412368,17
9.001109,320.8661876366286,0
10.001103,292.7462137879713,31
11.000442,228.4360629027797,0
12.001114,241.174895024183,0
13.001104,211.8223135934745,0
14.001057,203.5511726488492,0
15.000431,206.42849165752767,0
16.001114,182.4536812616392,0
17.001106,175.07596049801248,0
18.001313,178.29482826526674,0
19.001106,163.58538334636924,26
20.00106,164.61803292853386,0
21.001111,158.33560831502515,1
22.001107,144.70276350362738,0
23.001112,24.111269482405255,1
24.00136,0.0,0
25.001389,0.0,0
26.001108,115.34336,326
27.001108,142.70294440287972,0
28.000431,184.42138083331542,0
29.001125,206.5322949420945,0
30.001305,199.28025420704708,0
31.00105,189.9111456156789,52
32.000424,190.848271540004,0
33.000385,171.84273308923875,0
34.001105,179.31403100413047,23
35.001063,155.28770267169995,0
36.000429,143.55729737499584,0
37.001109,161.48022275143424,0
38.001112,147.8475945177832,22
39.001123,135.26860185153433,0
40.001106,135.26617500012298,0
41.001107,133.14212236237918,0
42.00131,135.29187502058474,0
43.001121,121.63615726478994,0
44.00111,121.63384450775933,0
45.001118,111.226138294819,0
46.000425,105.83368240641364,165
47.00111,114.37290179270425,0
48.000427,124.70211282914464,0
49.001056,119.6111037160637,0
50.000442,121.55385841955399,22
51.001108,111.12115850379932,0
52.001359,112.22591387727171,0
53.001107,97.57474419121932,14
54.000521,83.83711859377016,0
55.001105,96.46890000008774,0
56.001106,95.41984725339,0
57.001112,96.46890000008774,0
58.001113,98.54683078500527,6
59.001309,96.4005465969568,0
0,568.0787782545596,0
1.000439,583.0380035177653,113
2.000388,496.6510233893205,0
3.001141,493.8871853760253,0
4.001125,439.35905294918103,121
5.001112,394.26732551917445,0
6.001105,398.7304086564171,0
7.000424,376.1348668152568,0
8.001232,357.608410412368,17
9.001109,320.8661876366286,0
10.001103,292.7462137879713,31
11.000442,228.4360629027797,0
12.001114,241.174895024183,0
13.001104,211.8223135934745,0
14.001057,203.5511726488492,0
15.000431,206.42849165752767,0
16.001114,182.4536812616392,0
17.001106,175.07596049801248,0
18.001313,178.29482826526674,0
19.001106,163.58538334636924,26
20.00106,164.61803292853386,0
21.001111,158.33560831502515,1
22.001107,144.70276350362738,0
23.001112,24.111269482405255,1
24.00136,0.0,0
25.001389,0.0,0
26.001108,115.34336,326
27.001108,142.70294440287972,0
28.000431,184.42138083331542,0
29.001125,206.5322949420945,0
30.001305,199.28025420704708,0
31.00105,189.9111456156789,52
32.000424,190.848271540004,0
33.000385,171.84273308923875,0
34.001105,179.31403100413047,23
35.001063,155.28770267169995,0
36.000429,143.55729737499584,0
37.001109,161.48022275143424,0
38.001112,147.8475945177832,22
39.001123,135.26860185153433,0
40.001106,135.26617500012298,0
41.001107,133.14212236237918,0
42.00131,135.29187502058474,0
43.001121,121.63615726478994,0
44.00111,121.63384450775933,0
45.001118,111.226138294819,0
46.000425,105.83368240641364,165
47.00111,114.37290179270425,0
48.000427,124.70211282914464,0
49.001056,119.6111037160637,0
50.000442,121.55385841955399,22
51.001108,111.12115850379932,0
52.001359,112.22591387727171,0
53.001107,97.57474419121932,14
54.000521,83.83711859377016,0
55.001105,96.46890000008774,0
56.001106,95.41984725339,0
57.001112,96.46890000008774,0
58.001113,98.54683078500527,6
59.001309,96.4005465969568,0
