time_s,rtt_ms
0.0,48.3
0.178,25.9
0.369,17.0
0.576,22.7
0.771,17.5
0.987,32.2
1.179,23.7
1.395,38.5
1.586,28.1
1.806,47.4
2.076,117.0
2.288,130.0
2.512,153.0
2.59,30.6
2.836,75.6
3.049,88.3
3.291,130.0
3.501,139.0
3.6,37.8
3.871,108.0
4.105,142.0
4.25,87.9
4.412,49.2
4.834,271.0
4.859,91.5
5.007,38.5
5.211,42.2
5.397,26.9
5.615,44.7
5.939,167.0
6.035,62.3
6.225,52.8
6.432,59.1
6.63,56.6
6.827,53.0
7.045,70.0
7.624,248.0
7.653,68.7
7.849,64.6
8.033,48.1
8.227,42.0
8.476,90.1
8.615,28.7
8.831,44.9
9.072,84.8
9.255,67.4
9.439,50.9
9.641,52.2
9.832,42.8
10.293,101.0
10.435,42.1
10.681,87.1
10.887,92.5
11.059,63.7
11.292,94.5
11.528,130.0
11.64,41.9
11.929,131.0
12.021,22.1
12.268,68.4
12.49,89.7
12.662,60.2
13.087,284.0
13.087,79.0
13.258,49.7
13.462,51.8
13.635,24.8
13.854,43.2
14.054,42.8
14.269,57.3
14.474,61.0
14.815,202.0
14.867,51.8
15.075,59.6
15.227,10.3
15.496,78.9
15.97,352.0
15.974,150.0
16.111,86.0
16.716,491.0
16.735,303.0
16.748,107.0
16.974,132.0
17.201,159.0
17.291,49.3
17.472,28.9
18.014,371.0
18.014,166.0
18.077,29.7
18.304,55.4
18.592,143.0
18.797,146.0
18.873,21.5
19.082,29.8
19.421,168.0
19.551,98.3
19.71,56.7
20.027,172.0
20.092,38.2
20.828,573.0
20.828,371.0
20.828,164.0
20.919,54.6
21.11,45.0
21.345,79.3
21.533,66.9
21.721,54.6
21.937,69.7
22.118,49.8
22.327,57.7
22.554,83.8
22.722,50.5
22.944,72.1
23.117,44.6
23.367,93.6
23.535,60.9
23.733,58.6
24.453,577.0
24.454,374.0
24.454,166.0
24.52,31.3
24.719,29.5
24.963,73.1
25.149,58.8
25.318,27.2
25.604,113.0
25.718,25.3
25.983,88.9
26.15,56.0
26.35,55.6
26.523,27.7
26.765,67.7
27.32,217.0
27.335,23.4
27.564,51.1
27.979,266.0
27.98,59.9
28.248,128.0
28.362,40.8
28.573,51.5
28.743,20.7
28.976,52.9
29.15,26.4
29.6,72.2
29.769,40.3
29.971,41.4
30.176,45.9
30.393,62.0
30.578,46.5
30.788,56.5
31.116,183.0
31.701,157.0
31.768,23.4
31.987,41.5
32.196,49.4
32.41,62.5
32.699,151.0
33.306,558.0
33.307,355.0
33.516,356.0
33.526,165.0
33.582,20.1
33.783,21.5
34.001,38.6
34.655,491.0
34.668,300.0
34.668,91.7
34.802,25.7
35.005,27.8
35.239,62.0
35.419,41.6
35.611,32.5
35.819,39.1
36.049,68.7
36.205,24.6
36.457,75.7
36.638,55.1
36.83,45.9
37.635,651.0
37.636,443.0
37.636,235.0
37.636,27.4
38.186,377.0
38.22,204.0
38.243,27.2
38.467,49.8
38.771,153.0
38.868,49.7
39.067,48.6
39.276,56.1
39.554,133.0
39.673,51.1
40.298,475.0
40.309,285.0
40.309,76.5
40.46,27.1
40.663,29.6
40.888,52.3
41.531,495.0
41.541,300.0
41.573,124.0
41.716,67.1
41.975,125.0
42.137,86.6
42.324,72.5
42.523,69.9
42.708,54.6
42.903,48.8
43.4,144.0
43.486,29.7
43.691,33.6
43.89,31.4
44.305,41.0
44.514,49.6
44.733,67.1
44.925,58.9
45.156,89.7
45.298,30.2
45.752,79.6
45.911,38.1
46.143,69.4
46.311,36.1
46.713,237.0
46.713,33.1
46.907,26.3
47.139,57.8
47.375,92.2
47.55,66.9
47.858,174.0
47.922,38.2
48.146,61.2
48.327,41.3
48.526,39.5
48.935,247.0
48.938,49.8
49.128,39.1
49.352,62.2
49.542,51.3
49.759,67.6
49.982,90.2
50.157,63.4
50.349,54.4
50.579,83.5
50.761,64.8
50.965,68.0
51.166,68.5
51.36,61.5
51.526,26.4
51.722,21.6
52.186,284.0
52.188,84.0
52.361,57.1
52.529,24.1
53.149,237.0
53.149,29.5
53.988,667.0
54.016,488.0
54.017,281.0
54.017,73.3
54.195,51.0
54.405,60.5
54.762,217.0
54.792,39.7
55.016,63.1
55.196,42.8
55.413,60.2
55.61,56.5
55.803,48.0
55.996,40.1
56.203,48.4
56.412,56.4
56.615,58.4
57.361,193.0
57.408,40.4
57.601,31.9
57.814,44.3
58.039,68.6
58.223,52.9
58.44,69.0
58.607,36.4
58.822,50.0
59.197,224.0
59.2,23.7
0.0,48.3
0.178,25.9
0.369,17.0
0.576,22.7
0.771,17.5
0.987,32.2
1.179,23.7
1.395,38.5
1.586,28.1
1.806,47.4
2.076,117.0
2.288,130.0
2.512,153.0
2.59,30.6
2.836,75.6
3.049,88.3
3.291,130.0
3.501,139.0
3.6,37.8
3.871,108.0
4.105,142.0
4.25,87.9
4.412,49.2
4.834,271.0
4.859,91.5
5.007,38.5
5.211,42.2
5.397,26.9
5.615,44.7
5.939,167.0
6.035,62.3
6.225,52.8
6.432,59.1
6.63,56.6
6.827,53.0
7.045,70.0
7.624,248.0
7.653,68.7
7.849,64.6
