time_s,rtt_ms
0.0,45.8
0.172,17.8
0.367,11.7
0.569,12.8
0.776,17.7
0.98,21.1
1.17,10.7
1.401,39.8
1.589,27.2
1.803,40.6
1.991,27.4
2.203,39.3
2.397,31.8
2.585,19.4
2.788,21.1
3.004,36.5
3.194,25.4
3.455,85.7
3.609,39.6
3.819,48.8
4.019,47.1
4.223,49.9
4.411,37.7
4.618,43.1
4.823,47.2
5.008,32.0
5.209,32.0
5.422,44.6
5.616,37.2
5.823,44.3
6.003,23.1
6.425,41.8
6.655,70.2
6.832,46.5
7.031,45.3
7.241,54.3
7.438,50.5
7.633,44.4
7.831,41.7
8.239,47.9
8.413,21.3
8.628,35.6
8.833,40.0
9.019,25.4
9.22,25.4
9.439,43.3
9.634,38.0
9.853,56.4
10.044,46.3
10.262,64.3
10.441,42.6
10.658,57.9
10.827,27.0
11.067,66.0
11.244,42.6
11.435,32.7
11.623,19.8
12.059,51.4
12.237,28.6
12.438,28.7
12.648,37.6
12.84,28.5
13.054,41.8
13.261,47.5
13.439,24.5
13.644,28.7
13.855,37.9
14.061,43.6
14.25,32.0
14.486,67.8
14.66,40.4
14.865,44.4
15.265,40.6
15.469,43.8
15.683,56.0
15.865,38.3
16.075,47.2
16.265,36.8
16.466,37.2
16.655,25.3
16.854,24.0
17.065,34.7
17.263,31.1
17.484,51.8
17.668,34.5
17.843,8.21
18.066,30.9
18.261,25.4
18.473,37.2
18.654,17.5
19.062,23.1
19.269,29.2
19.465,24.7
19.669,27.0
19.888,46.2
20.081,37.8
20.284,39.4
20.481,36.3
20.674,28.0
20.887,40.3
21.074,27.3
21.271,23.0
21.478,29.5
21.679,30.5
21.886,36.5
22.092,40.8
22.291,38.5
22.477,24.5
22.711,57.0
22.902,46.9
23.087,31.6
23.286,30.3
23.495,38.6
23.689,31.0
23.885,26.7
24.08,21.1
24.301,41.4
24.497,36.4
24.703,41.2
24.895,33.1
25.128,65.4
25.28,16.6
25.485,20.5
25.719,53.5
25.893,26.4
26.094,26.5
26.308,39.7
26.509,39.7
26.695,24.5
26.899,27.2
27.123,51.1
27.319,46.4
27.524,50.2
27.699,24.7
27.886,11.1
28.118,42.7
28.294,17.3
28.52,42.6
28.704,25.4
28.911,31.7
29.341,53.6
29.531,42.5
29.719,29.6
29.926,35.5
30.131,39.6
30.34,47.3
30.529,35.3
30.735,41.3
30.923,28.6
31.329,25.3
31.552,47.6
31.719,13.8
31.936,29.5
32.142,34.8
32.339,31.3
32.585,76.2
32.727,17.6
32.926,15.9
33.168,57.6
33.352,40.7
33.546,33.9
33.741,28.3
33.948,34.9
34.158,43.8
34.341,26.5
34.567,51.2
34.732,15.4
34.957,39.5
35.153,34.3
35.356,37.1
35.564,44.7
35.759,38.2
35.97,49.3
36.156,34.6
36.336,13.8
36.591,67.6
36.753,28.7
36.966,40.8
37.157,31.6
37.34,13.6
37.57,42.3
37.763,34.8
37.973,44.4
38.139,9.55
38.364,34.3
38.561,30.3
38.751,19.6
38.965,32.7
39.151,16.9
39.364,30.1
39.566,31.6
39.753,17.1
39.973,37.2
40.15,14.5
40.371,34.3
40.565,27.2
40.771,33.3
40.954,16.1
41.159,21.1
41.369,30.4
41.572,32.1
41.763,22.9
41.965,25.7
42.169,28.1
42.376,34.7
42.576,33.6
42.778,34.2
42.972,29.1
43.183,39.0
43.364,19.7
43.57,25.0
43.777,30.7
43.974,28.2
44.178,31.7
44.382,33.8
44.582,33.2
44.776,26.6
44.981,30.7
45.177,26.0
45.393,41.1
45.578,25.5
45.791,38.2
45.986,32.1
46.19,35.5
46.386,31.1
46.588,32.2
46.798,42.1
46.992,35.3
47.168,10.1
47.403,45.2
47.646,86.8
47.777,18.1
47.995,35.5
48.167,6.59
48.402,40.1
48.579,17.2
48.807,44.5
48.998,33.7
49.192,27.9
49.405,39.8
49.604,37.8
49.834,66.3
50.22,44.2
50.409,32.6
50.601,23.8
50.806,29.1
51.014,35.9
51.21,31.3
51.404,25.3
51.615,35.4
51.83,49.1
52.017,35.3
52.217,35.6
52.423,40.4
52.626,42.3
53.025,33.3
53.235,42.5
53.436,42.8
53.621,27.7
53.824,30.0
54.049,53.7
54.235,39.2
54.406,8.87
54.641,44.2
54.834,35.3
55.04,40.5
55.226,27.1
55.427,27.4
55.63,29.9
55.82,19.7
56.044,42.7
56.218,16.1
56.441,38.1
56.634,30.6
56.862,58.1
57.047,42.9
57.234,29.5
57.431,25.3
57.67,63.1
57.839,32.4
58.042,34.3
58.233,24.4
58.422,12.6
58.664,53.7
58.848,36.7
59.042,29.2
59.248,34.4
59.479,64.7
59.646,30.4
59.842,25.8
