time_s,cwnd_bytes,rtt_ms
0.0,10,2.722
1.0,10,2.722
2.0,10,2.722
3.0,10,2.722
4.0,10,2.722
5.0,10,2.722
6.0,10,2.722
7.0,10,2.722
8.0,10,2.722
9.0,10,2.722
10.0,10,2.722
11.0,10,2.722
12.0,10,2.722
13.0,10,2.722
14.0,10,2.722
15.0,10,2.722
16.0,10,2.722
17.0,10,2.722
18.0,10,2.722
19.0,10,2.722
20.0,10,2.722
21.0,10,2.722
22.0,10,2.722
23.0,10,2.722
24.0,10,2.722
25.0,10,2.722
26.0,10,2.722
27.0,10,2.722
28.0,10,2.722
29.0,10,2.722
30.0,10,2.722
31.0,10,2.722
32.0,10,2.722
33.0,10,2.722
34.0,10,2.722
35.0,10,2.722
36.0,10,2.722
37.0,10,2.722
38.0,10,2.722
39.0,10,2.722
40.0,10,2.722
41.0,10,2.722
42.0,10,2.722
43.0,10,2.722
44.0,10,2.722
45.0,10,2.722
46.0,10,2.722
47.0,10,2.722
48.0,10,2.722
49.0,10,2.722
50.0,10,2.722
51.0,10,2.722
52.0,10,2.722
53.0,10,2.722
54.0,10,2.722
55.0,10,2.722
56.0,10,2.722
57.0,10,2.722
58.0,10,2.722
