time_s,throughput_mbps,retrans
0,553.0944802016701,0
1.001001,559.8791150308673,548
2.001109,471.8997878659422,0
3.001023,462.3794634160961,0
4.001115,446.693376,0
5.001115,414.18875437867877,19
6.001112,413.137269506787,0
7.001116,381.59696180115196,0
8.001338,398.54855642787186,0
9.001113,310.31272394065877,23
10.001325,300.9376886686254,0
11.001337,310.4483492175002,0
12.001112,303.05846050691633,103
13.001046,264.220552605988,0
14.001124,254.80600314125473,0
15.001116,251.6580000002289,0
16.001117,223.346688,19
17.001117,181.3639315723998,0
18.001336,170.95498873912138,39
19.001119,136.315424377174,0
20.001115,146.80122625234122,150
21.001111,135.26927912793528,0
22.001089,134.21464007104518,0
23.001112,125.82900000011445,23
24.001113,114.2935305137473,0
25.001124,133.140789416996,0
26.001337,124.80875337590608,0
27.001111,105.90554475376251,0
28.001117,119.53826250299657,0
29.001112,110.09970563044641,0
30.001119,106.95507075094994,28
31.001116,109.05233950173917,0
32.001112,106.95379575854946,0
33.001121,107.98172807070272,0
34.001321,108.02503961374912,0
35.00112,120.58552125428406,0
36.001126,108.00473139323543,24
37.001113,110.09992875276,0
38.001118,104.83600444854652,0
39.001324,96.4691875003962,0
40.001322,105.9281038517173,0
41.001115,112.19707025281255,0
42.00112,104.86357534048709,22
43.001063,97.51172097560087,0
44.001123,119.53898213953494,0
45.001112,113.24541150560201,0
46.001119,121.61134502989347,0
47.001312,132.15837105874752,0
48.001026,116.38146131775298,0
49.001116,111.14860550182593,0
50.00112,109.05811835410657,60
51.001063,103.78069298406345,0
52.001336,118.48980131679421,0
53.00133,102.78758278828485,0
54.001066,118.45958822127697,0
55.001315,105.93234146291246,0
56.001068,104.85613752039792,0
57.001082,99.61611533204454,0
58.001068,106.92834052367819,36
59.001315,107.92810030995746,0
