time_s,rtt_ms
0.0,79.8
0.128,6.54
0.347,24.1
0.539,16.4
0.75,26.2
0.947,22.9
1.142,17.7
1.358,33.5
1.555,29.4
1.742,15.2
1.936,8.35
2.153,24.6
2.346,17.4
2.55,20.6
2.753,21.8
2.949,18.5
3.152,20.3
3.371,38.6
3.553,19.8
3.755,21.1
3.961,26.6
4.154,18.7
4.349,12.7
4.567,28.9
4.752,14.1
4.964,24.9
5.165,26.0
5.376,36.4
5.569,29.0
5.754,13.4
5.962,20.4
6.167,24.9
6.385,42.8
6.574,31.1
6.771,27.4
6.972,28.2
7.17,25.2
7.354,8.96
7.556,9.63
7.783,35.6
7.989,41.5
8.196,46.6
8.371,21.4
8.582,31.4
8.772,20.1
9.0,47.6
9.17,16.4
9.38,26.4
9.586,31.5
9.79,34.4
9.975,18.3
10.16,2.97
10.364,5.98
10.574,15.6
10.783,24.4
10.974,14.0
11.186,25.9
11.394,33.8
11.58,18.5
11.789,26.6
11.989,24.7
12.203,37.8
12.38,13.9
12.595,28.2
12.785,18.1
12.997,29.1
13.178,9.38
13.379,9.77
13.585,15.2
13.794,22.8
13.998,26.4
14.207,34.6
14.403,29.5
14.581,6.48
14.808,32.1
14.995,18.7
15.198,20.4
15.412,34.3
15.594,14.9
15.789,9.28
16.01,29.5
16.206,24.8
16.401,18.7
16.633,48.9
16.825,41.1
16.99,5.78
17.192,5.79
17.401,14.0
17.619,31.1
17.836,47.4
18.038,48.7
18.228,37.9
18.418,27.5
18.603,11.6
18.804,11.5
19.011,18.0
19.204,10.4
19.427,33.4
19.631,36.3
19.809,13.0
20.007,11.1
20.226,29.8
20.424,26.3
20.628,29.5
20.805,6.13
21.024,23.9
21.224,23.9
21.417,15.2
21.626,23.7
21.823,19.3
22.025,21.3
22.222,17.2
22.44,34.7
22.625,17.9
22.823,15.5
23.021,12.7
23.235,26.1
23.465,55.1
23.621,10.7
23.852,40.9
24.037,25.2
24.232,19.3
24.433,20.4
24.647,33.4
24.859,44.1
25.053,37.8
25.24,24.1
25.423,7.52
25.633,16.7
25.831,13.7
26.032,13.9
26.247,28.5
26.434,15.6
26.669,48.9
26.851,30.8
27.046,24.7
27.258,36.2
27.425,3.86
27.634,12.6
27.84,17.8
28.059,35.9
28.236,12.9
28.431,7.45
28.652,27.0
28.838,12.5
29.042,16.1
29.27,43.8
29.444,17.4
29.658,31.2
29.858,30.6
30.06,31.6
30.256,26.6
30.449,19.8
30.656,25.4
30.848,16.4
31.045,13.0
31.251,18.4
31.454,21.5
31.648,15.0
31.871,36.8
32.046,11.5
32.275,39.9
32.462,27.9
32.658,23.2
32.875,39.4
33.097,60.4
33.25,12.3
33.455,17.2
33.662,23.2
33.878,39.0
34.077,37.2
34.277,36.8
34.479,38.1
34.682,40.5
34.862,19.6
35.066,22.4
35.26,15.3
35.47,25.4
35.662,16.6
35.869,22.0
36.068,21.0
36.261,13.1
36.465,17.0
36.662,13.0
36.873,24.2
37.09,40.2
37.275,25.0
37.46,9.84
37.672,20.6
37.856,3.76
38.066,12.5
38.276,21.6
38.47,14.6
38.677,20.1
38.872,14.8
39.09,32.0
39.298,39.4
39.487,26.8
39.67,8.69
39.893,30.5
40.094,30.6
40.279,15.1
40.5,35.4
40.682,16.8
40.903,37.4
41.08,13.2
41.299,31.9
41.491,23.4
41.679,10.1
41.908,38.9
42.08,10.0
42.293,22.4
42.482,10.5
42.692,19.5
42.9,26.0
43.085,11.0
43.294,19.3
43.507,32.2
43.691,14.9
43.904,27.7
44.105,27.0
44.297,18.5
44.499,19.7
44.69,10.5
44.909,27.7
45.101,19.1
45.32,37.3
45.493,9.44
45.695,10.5
45.931,45.3
46.1,13.7
46.302,14.1
46.532,44.1
46.718,29.7
46.909,19.8
47.116,25.4
47.318,26.5
47.516,23.8
47.712,18.3
47.907,12.8
48.099,3.45
48.306,9.69
48.51,12.7
48.718,19.7
48.91,10.6
49.125,24.5
49.32,18.8
49.523,20.9
49.718,14.6
49.919,15.1
50.122,17.0
50.315,9.44
50.524,17.6
50.73,22.4
50.933,24.7
51.133,24.1
51.335,25.4
51.536,25.3
51.732,20.6
51.927,15.2
52.128,15.5
52.342,28.3
52.542,28.3
52.738,23.3
52.925,9.91
53.136,20.4
53.333,16.5
53.533,15.2
53.763,44.6
53.943,23.3
54.149,29.1
54.336,15.0
54.535,13.5
54.757,34.6
54.949,25.5
