time_s,cwnd_bytes,rtt_ms
0.0,49,5.507
1.0,12,16.082
2.0,24,12.282
3.0,25,10.951
4.0,16,10.343
5.0,22,10.953
6.0,26,10.98
7.0,14,26.646
8.0,12,10.447
9.0,17,11.939
10.0,15,10.768
11.0,16,10.643
12.0,13,11.078
13.0,16,16.475
14.0,23,11.821
15.0,18,11.172
16.0,27,11.528
17.0,30,11.62
18.0,36,9.938
19.0,29,10.02
20.0,12,10.557
21.0,10,10.441
22.0,10,9.434
23.0,20,10.033
24.0,22,9.716
25.0,20,11.441
26.0,21,10.758
27.0,26,10.192
28.0,12,11.106
29.0,17,10.99
30.0,23,10.659
31.0,12,10.438
32.0,16,10.675
33.0,18,10.561
34.0,19,10.811
35.0,24,11.117
36.0,23,12.731
37.0,14,17.181
38.0,21,13.457
39.0,12,10.696
40.0,23,12.257
41.0,20,10.251
42.0,11,10.451
43.0,16,10.484
44.0,24,11.73
45.0,31,10.533
46.0,12,11.395
47.0,20,10.784
48.0,24,11.734
49.0,16,10.247
50.0,15,11.395
51.0,12,13.532
52.0,10,10.052
53.0,18,13.159
54.0,11,12.245
55.0,20,10.282
56.0,13,12.825
57.0,11,11.071
58.0,22,11.604
