time_s,cwnd_bytes,rtt_ms
0.0,10,2.772
1.0,10,2.772
2.0,10,2.772
3.0,10,2.772
4.0,10,2.772
5.0,10,2.772
6.0,10,2.772
7.0,10,2.772
8.0,10,2.772
9.0,10,2.772
10.0,10,2.772
11.0,10,2.772
12.0,10,2.772
13.0,10,2.772
14.0,10,2.772
15.0,10,2.772
16.0,10,2.772
17.0,10,2.772
18.0,10,2.772
19.0,10,2.772
20.0,10,2.772
21.0,10,2.772
22.0,10,2.772
23.0,10,2.772
24.0,10,2.772
25.0,10,2.772
26.0,10,2.772
27.0,10,2.772
28.0,10,2.772
29.0,10,2.772
30.0,10,2.772
31.0,10,2.772
32.0,10,2.772
33.0,10,2.772
34.0,10,2.772
35.0,10,2.772
36.0,10,2.772
37.0,10,2.772
38.0,10,2.772
39.0,10,2.772
40.0,10,2.772
41.0,10,2.772
42.0,10,2.772
43.0,10,2.772
44.0,10,2.772
45.0,10,2.772
46.0,10,2.772
47.0,10,2.772
48.0,10,2.772
49.0,10,2.772
50.0,10,2.772
51.0,10,2.772
52.0,10,2.772
53.0,10,2.772
54.0,10,2.772
55.0,10,2.772
56.0,10,2.772
57.0,10,2.772
58.0,10,2.772
0.0,10,2.772
1.0,10,2.772
2.0,10,2.772
3.0,10,2.772
4.0,10,2.772
5.0,10,2.772
6.0,10,2.772
7.0,10,2.772
8.0,10,2.772
9.0,10,2.772
10.0,10,2.772
11.0,10,2.772
12.0,10,2.772
13.0,10,2.772
14.0,10,2.772
15.0,10,2.772
16.0,10,2.772
17.0,10,2.772
18.0,10,2.772
19.0,10,2.772
20.0,10,2.772
21.0,10,2.772
22.0,10,2.772
23.0,10,2.772
24.0,10,2.772
25.0,10,2.772
26.0,10,2.772
27.0,10,2.772
28.0,10,2.772
29.0,10,2.772
30.0,10,2.772
31.0,10,2.772
32.0,10,2.772
33.0,10,2.772
34.0,10,2.772
35.0,10,2.772
36.0,10,2.772
37.0,10,2.772
38.0,10,2.772
39.0,10,2.772
40.0,10,2.772
41.0,10,2.772
42.0,10,2.772
43.0,10,2.772
44.0,10,2.772
45.0,10,2.772
46.0,10,2.772
47.0,10,2.772
48.0,10,2.772
49.0,10,2.772
50.0,10,2.772
51.0,10,2.772
52.0,10,2.772
53.0,10,2.772
54.0,10,2.772
55.0,10,2.772
56.0,10,2.772
57.0,10,2.772
58.0,10,2.772
