time_s,cwnd_bytes,rtt_ms
0.0,2142,20.83
1.0,748,34.048
2.0,244,33.69
3.0,134,38.724
4.0,52,33.597
5.0,50,46.311
6.0,50,42.411
7.0,40,43.599
8.0,30,29.473
9.0,4,46.236
10.0,38,43.782
11.0,60,43.323
12.0,66,36.277
13.0,80,31.297
14.0,148,21.444
15.0,112,32.586
16.0,108,37.199
17.0,166,32.479
18.0,138,44.238
19.0,130,25.12
20.0,166,24.116
21.0,170,26.258
22.0,136,35.379
23.0,176,35.622
24.0,206,33.48
25.0,240,36.504
26.0,194,37.818
27.0,188,37.612
28.0,140,45.967
29.0,158,39.333
30.0,188,41.06
31.0,132,28.503
32.0,170,25.92
33.0,166,20.517
34.0,188,25.987
35.0,172,39.955
36.0,192,17.865
37.0,196,32.589
38.0,84,31.923
39.0,106,22.564
40.0,98,24.182
41.0,94,34.33
42.0,76,24.77
43.0,72,23.579
44.0,68,37.238
45.0,78,24.93
46.0,56,26.493
47.0,1,26.493
48.0,4,1082.29
49.0,4,1272.82
50.0,4,1272.82
51.0,61,1768.01
52.0,142,21.418
53.0,158,31.678
54.0,216,39.936
55.0,172,35.78
56.0,186,42.273
57.0,296,47.74
58.0,268,37.16
0.0,2142,20.83
1.0,748,34.048
2.0,244,33.69
3.0,134,38.724
4.0,52,33.597
5.0,50,46.311
6.0,50,42.411
7.0,40,43.599
8.0,30,29.473
9.0,4,46.236
10.0,38,43.782
11.0,60,43.323
12.0,66,36.277
13.0,80,31.297
14.0,148,21.444
15.0,112,32.586
16.0,108,37.199
17.0,166,32.479
18.0,138,44.238
19.0,130,25.12
20.0,166,24.116
21.0,170,26.258
22.0,136,35.379
23.0,176,35.622
24.0,206,33.48
25.0,240,36.504
26.0,194,37.818
27.0,188,37.612
28.0,140,45.967
29.0,158,39.333
30.0,188,41.06
31.0,132,28.503
32.0,170,25.92
33.0,166,20.517
34.0,188,25.987
35.0,172,39.955
36.0,192,17.865
37.0,196,32.589
38.0,84,31.923
39.0,106,22.564
40.0,98,24.182
41.0,94,34.33
42.0,76,24.77
43.0,72,23.579
44.0,68,37.238
45.0,78,24.93
46.0,56,26.493
47.0,1,26.493
48.0,4,1082.29
49.0,4,1272.82
50.0,4,1272.82
51.0,61,1768.01
52.0,142,21.418
53.0,158,31.678
54.0,216,39.936
55.0,172,35.78
56.0,186,42.273
57.0,296,47.74
58.0,268,37.16
