time_s,cwnd_bytes,rtt_ms
0.0,1486,11.593
1.0,1174,23.57
2.0,798,26.137
3.0,558,34.97
4.0,220,17.68
5.0,60,41.106
6.0,53,33.578
7.0,52,34.035
8.0,38,28.502
9.0,4,38.541
10.0,50,18.561
11.0,74,30.188
12.0,88,45.32
13.0,78,35.357
14.0,112,44.519
15.0,60,42.631
16.0,86,36.986
17.0,116,32.323
18.0,152,29.729
19.0,106,44.956
20.0,90,34.625
21.0,104,38.397
22.0,140,37.974
23.0,162,34.145
24.0,194,32.547
25.0,126,45.726
26.0,126,22.564
27.0,158,27.219
28.0,138,33.828
29.0,208,40.081
30.0,214,45.25
31.0,206,31.046
32.0,220,25.868
33.0,238,31.77
34.0,280,41.328
35.0,342,40.583
36.0,430,32.707
37.0,466,6.511
38.0,962,27.487
39.0,558,27.888
40.0,500,18.681
41.0,500,23.087
42.0,416,34.19
43.0,296,26.587
44.0,300,36.655
45.0,248,33.345
46.0,178,26.775
47.0,124,4.356
48.0,758,27.285
49.0,630,26.088
50.0,672,32.15
51.0,550,30.661
52.0,430,23.421
53.0,356,33.396
54.0,308,22.019
55.0,250,28.399
56.0,254,22.243
57.0,4,14.646
58.0,896,32.351
0.0,1486,11.593
1.0,1174,23.57
2.0,798,26.137
3.0,558,34.97
4.0,220,17.68
5.0,60,41.106
6.0,53,33.578
7.0,52,34.035
8.0,38,28.502
9.0,4,38.541
10.0,50,18.561
11.0,74,30.188
12.0,88,45.32
13.0,78,35.357
14.0,112,44.519
15.0,60,42.631
16.0,86,36.986
17.0,116,32.323
18.0,152,29.729
19.0,106,44.956
20.0,90,34.625
21.0,104,38.397
22.0,140,37.974
23.0,162,34.145
24.0,194,32.547
25.0,126,45.726
26.0,126,22.564
27.0,158,27.219
28.0,138,33.828
29.0,208,40.081
30.0,214,45.25
31.0,206,31.046
32.0,220,25.868
33.0,238,31.77
34.0,280,41.328
35.0,342,40.583
36.0,430,32.707
37.0,466,6.511
38.0,962,27.487
39.0,558,27.888
40.0,500,18.681
41.0,500,23.087
42.0,416,34.19
43.0,296,26.587
44.0,300,36.655
45.0,248,33.345
46.0,178,26.775
47.0,124,4.356
48.0,758,27.285
49.0,630,26.088
50.0,672,32.15
51.0,550,30.661
52.0,430,23.421
53.0,356,33.396
54.0,308,22.019
55.0,250,28.399
56.0,254,22.243
57.0,4,14.646
58.0,896,32.351
