time_s,rtt_ms
0.0,4.65
0.29,93.9
0.517,120.0
0.693,95.9
0.904,106.0
1.118,119.0
1.351,152.0
1.51,110.0
1.727,127.0
1.93,130.0
2.118,117.0
2.323,122.0
2.551,149.0
2.743,140.0
2.949,146.0
3.157,153.0
3.383,179.0
3.613,207.0
3.788,178.0
4.007,196.0
4.192,182.0
4.917,707.0
4.928,508.0
4.928,301.0
5.099,63.9
5.321,85.3
5.621,184.0
5.731,93.7
5.92,82.9
6.191,153.0
6.419,180.0
6.655,216.0
7.294,652.0
7.379,535.0
7.379,328.0
7.462,204.0
8.584,924.0
8.584,718.0
8.588,513.0
8.588,305.0
8.588,96.2
8.814,122.0
8.961,69.3
9.162,69.6
9.362,68.7
9.6,106.0
9.764,70.1
9.984,90.8
10.187,93.2
10.464,170.0
10.517,22.6
11.438,742.0
11.438,540.0
11.464,358.0
11.465,150.0
11.631,117.0
11.787,71.3
11.959,41.8
12.183,65.3
12.384,65.7
12.582,62.9
12.764,44.2
13.326,405.0
13.326,203.0
13.357,31.5
13.588,61.2
13.84,112.0
14.003,75.4
14.179,49.8
14.722,393.0
14.722,192.0
14.757,27.4
14.977,46.9
15.214,82.6
15.383,50.6
16.116,378.0
16.116,170.0
16.191,43.7
16.403,53.9
16.683,133.0
16.797,46.7
17.011,59.1
17.179,26.7
17.382,29.1
17.608,53.6
17.851,95.9
18.018,62.0
18.237,80.6
18.425,67.1
18.62,61.5
18.846,86.7
19.01,49.4
19.203,42.0
19.39,27.8
19.619,56.8
19.832,68.9
20.021,56.4
20.211,45.9
20.411,46.1
20.633,67.4
20.826,58.9
20.994,26.5
21.406,238.0
21.407,35.8
21.647,75.8
21.797,24.9
22.014,41.3
22.234,60.8
22.444,70.4
22.958,382.0
22.958,178.0
23.001,21.2
23.223,43.3
23.502,121.0
23.724,143.0
23.971,190.0
24.025,43.9
24.229,48.4
24.519,137.0
24.714,131.0
24.949,167.0
25.025,42.4
25.222,39.3
25.817,433.0
25.838,251.0
25.838,43.5
26.041,45.5
26.25,53.3
27.414,1016.0
27.414,812.0
27.414,604.0
27.414,396.0
27.414,188.0
27.479,51.8
27.674,46.6
27.878,49.5
28.089,59.2
