time_s,rtt_ms
0.0,102.0
0.137,38.3
0.377,78.2
0.572,73.3
0.725,25.2
1.092,192.0
1.123,22.7
1.31,9.23
1.544,43.0
1.771,69.4
2.087,184.0
2.148,44.0
2.405,101.0
2.764,260.0
2.786,73.1
2.962,48.7
4.27,951.0
4.293,765.0
4.293,558.0
4.293,350.0
4.293,142.0
4.4,48.0
4.593,41.5
5.266,514.0
5.266,307.0
5.267,99.8
5.441,72.5
5.635,65.9
5.806,36.6
6.039,67.8
6.231,58.6
6.503,129.0
6.639,64.8
6.828,53.0
7.036,60.1
7.214,38.2
7.482,105.0
7.86,282.0
7.86,76.6
8.035,50.1
8.226,41.2
8.421,34.9
8.633,46.5
9.053,61.7
9.24,47.8
9.66,267.0
9.672,73.0
9.837,37.6
10.056,55.0
10.334,132.0
10.435,33.7
10.978,376.0
10.978,171.0
11.058,49.0
11.238,28.7
11.461,50.2
11.638,26.7
11.847,34.8
12.047,33.1
12.384,169.0
12.434,19.5
12.655,39.8
12.849,33.2
13.054,36.9
13.252,34.2
13.463,45.1
13.649,30.3
13.865,44.7
14.053,32.4
14.271,49.7
14.665,41.3
14.879,55.4
15.063,38.2
15.269,43.1
15.461,34.6
15.669,40.9
15.891,62.2
16.064,34.9
16.292,62.8
16.52,90.3
16.767,137.0
16.874,43.4
17.075,43.5
18.052,820.0
18.068,628.0
18.068,421.0
18.068,213.0
18.077,14.0
18.308,45.1
18.537,73.3
18.688,23.6
18.892,25.7
19.143,76.1
19.379,111.0
19.515,47.6
19.732,64.2
19.976,107.0
20.157,88.2
20.313,43.6
20.516,45.1
20.698,27.5
21.009,137.0
21.116,42.8
21.4,126.0
21.529,55.7
21.836,161.0
21.916,40.4
22.099,22.3
22.304,27.0
22.576,98.1
22.703,25.0
22.892,13.5
23.104,23.9
23.314,33.6
23.517,34.9
23.716,34.2
23.922,39.0
24.115,31.5
24.311,26.1
24.497,11.6
24.713,27.2
24.919,31.9
25.116,28.3
25.327,38.9
25.532,44.2
25.717,28.3
25.926,36.7
26.108,18.7
26.316,25.0
26.919,427.0
26.934,238.0
26.934,30.5
27.118,13.1
27.341,35.4
27.536,30.7
27.737,30.1
27.929,21.6
28.13,21.0
28.343,33.3
28.705,196.0
28.74,31.0
28.938,28.4
29.223,112.0
29.341,30.0
29.534,22.9
29.849,137.0
29.944,32.0
30.139,26.0
30.346,32.8
30.544,31.4
30.749,35.1
31.248,333.0
31.249,129.0
31.392,72.1
31.546,24.8
31.767,46.5
31.953,31.3
32.193,70.1
32.368,44.2
33.613,886.0
33.613,677.0
33.613,470.0
33.614,262.0
33.614,53.2
33.838,77.2
33.984,22.6
34.192,29.7
34.386,22.0
34.597,33.0
34.995,230.0
35.002,34.2
35.181,12.9
35.413,45.3
35.64,71.3
35.934,164.0
35.995,25.1
36.247,76.2
36.509,137.0
36.594,22.0
36.845,71.8
37.002,28.6
37.201,27.0
37.395,20.3
37.607,31.2
37.876,99.1
38.009,32.3
38.219,41.2
38.405,27.0
38.666,87.1
38.807,27.2
39.622,642.0
39.628,445.0
39.628,237.0
39.628,29.2
39.828,28.4
40.026,25.1
40.278,76.6
40.417,14.2
40.625,21.3
40.872,68.2
41.025,20.3
41.275,69.3
41.824,9.21
42.034,18.5
42.243,25.6
42.45,32.1
42.674,55.1
42.846,26.6
43.048,27.6
43.256,34.5
43.459,36.1
43.655,31.1
43.86,35.4
44.05,24.3
44.238,12.2
44.472,44.7
44.744,116.0
44.864,34.8
45.077,47.3
45.259,28.5
45.469,37.3
45.655,22.4
45.865,31.6
46.08,45.9
46.322,87.5
46.606,171.0
46.778,143.0
46.866,29.9
47.153,117.0
47.368,131.0
47.47,33.4
47.66,22.9
48.201,160.0
48.276,35.3
48.468,26.7
48.79,147.0
48.875,31.7
49.065,21.0
49.487,243.0
49.509,62.0
49.674,26.2
49.999,151.0
50.079,29.5
50.289,39.1
50.499,48.3
50.695,43.0
50.895,43.0
51.084,30.8
51.334,79.4
51.494,40.3
51.916,261.0
51.924,68.0
52.084,27.4
52.308,50.6
52.507,48.3
52.697,37.5
52.893,33.1
53.093,31.8
53.296,34.6
53.511,47.4
53.706,41.7
53.919,54.6
54.143,77.9
54.343,76.6
54.503,36.4
54.791,123.0
54.898,29.9
55.165,96.5
55.302,32.4
55.491,20.6
55.709,37.2
56.592,720.0
56.592,513.0
56.593,305.0
56.593,97.2
56.725,29.5
56.918,21.1
57.126,28.7
57.333,34.0
57.71,211.0
57.732,28.7
57.925,21.0
58.13,24.5
58.334,27.5
58.688,182.0
58.722,15.7
58.932,24.2
59.153,43.9
59.334,24.7
59.543,34.3
59.86,151.0
