time_s,cwnd_bytes,rtt_ms
0.0,11,2.832
1.0,11,2.832
2.0,11,2.832
3.0,11,2.832
4.0,11,2.832
5.0,11,2.832
6.0,11,2.832
7.0,11,2.832
8.0,11,2.832
9.0,11,2.832
10.0,11,2.832
11.0,11,2.832
12.0,11,2.832
13.0,11,2.832
14.0,11,2.832
15.0,11,2.832
16.0,11,2.832
17.0,11,2.832
18.0,11,2.832
19.0,11,2.832
20.0,11,2.832
21.0,11,2.832
22.0,11,2.832
23.0,11,2.832
24.0,11,2.832
25.0,11,2.832
26.0,11,2.832
27.0,11,2.832
28.0,11,2.832
29.0,11,2.832
30.0,11,2.832
31.0,11,2.832
32.0,11,2.832
33.0,11,2.832
34.0,11,2.832
35.0,11,2.832
36.0,11,2.832
37.0,11,2.832
38.0,11,2.832
39.0,11,2.832
40.0,11,2.832
41.0,11,2.832
42.0,11,2.832
43.0,11,2.832
44.0,11,2.832
45.0,11,2.832
46.0,11,2.832
47.0,11,2.832
48.0,11,2.832
49.0,11,2.832
50.0,11,2.832
51.0,11,2.832
52.0,11,2.832
53.0,11,2.832
54.0,11,2.832
55.0,11,2.832
56.0,11,2.832
57.0,11,2.832
58.0,11,2.832
