time_s,cwnd_bytes,rtt_ms
0.0,13,53.179
1.0,13,53.179
2.0,13,53.179
3.0,13,53.179
4.0,13,53.179
5.0,13,53.179
6.0,13,53.179
7.0,13,53.179
8.0,13,53.179
9.0,13,53.179
10.0,13,53.179
11.0,13,53.179
12.0,13,53.179
13.0,13,53.179
14.0,13,53.179
15.0,13,53.179
16.0,13,53.179
17.0,13,53.179
18.0,13,53.179
19.0,13,53.179
20.0,13,53.179
21.0,13,53.179
22.0,13,53.179
23.0,13,53.179
24.0,13,53.179
25.0,13,53.179
26.0,13,53.179
27.0,13,53.179
28.0,13,53.179
29.0,13,53.179
30.0,13,53.179
31.0,13,53.179
32.0,13,53.179
33.0,13,53.179
34.0,13,53.179
35.0,13,53.179
36.0,13,53.179
37.0,13,53.179
38.0,13,53.179
39.0,13,53.179
40.0,13,53.179
41.0,13,53.179
42.0,13,53.179
43.0,13,53.179
44.0,13,53.179
45.0,13,53.179
46.0,13,53.179
47.0,13,53.179
48.0,13,53.179
49.0,13,53.179
50.0,13,53.179
51.0,13,53.179
52.0,13,53.179
53.0,13,53.179
54.0,13,53.179
55.0,13,53.179
56.0,13,53.179
57.0,13,53.179
58.0,13,53.179
