time_s,cwnd_bytes,rtt_ms
0.0,974,19.759
1.0,1506,17.469
2.0,1070,25.727
3.0,1184,25.177
4.0,1108,21.672
5.0,1358,32.15
6.0,1230,23.151
7.0,930,30.158
8.0,1110,22.506
9.0,4,3.025
10.0,1138,20.307
11.0,1334,35.813
12.0,1118,28.856
13.0,1436,22.426
14.0,1248,26.929
15.0,1270,24.77
16.0,944,23.43
17.0,1288,28.198
18.0,1290,31.735
19.0,4,17.015
20.0,1002,24.424
21.0,1516,34.66
22.0,998,26.079
23.0,862,19.905
24.0,848,21.083
25.0,880,19.192
26.0,872,23.844
27.0,904,19.247
28.0,816,29.498
29.0,778,18.821
30.0,818,24.606
31.0,916,223.396
32.0,938,20.209
33.0,792,24.606
34.0,736,24.042
35.0,778,20.885
36.0,786,18.782
37.0,1084,21.095
38.0,996,19.504
39.0,956,18.258
40.0,668,16.728
41.0,590,19.329
42.0,570,18.493
43.0,822,23.518
44.0,994,20.74
45.0,732,20.728
46.0,806,20.257
47.0,956,18.342
48.0,780,24.508
49.0,914,35.543
50.0,1002,25.954
51.0,832,18.502
52.0,920,22.934
53.0,790,24.03
54.0,527,173.915
55.0,652,18.169
56.0,776,19.084
57.0,946,23.2
58.0,766,40.531
