time_s,cwnd_bytes,rtt_ms
0.0,2890,25.117
1.0,373,23.256
2.0,402,20.682
3.0,430,33.184
4.0,227,14.631
5.0,268,23.32
6.0,301,19.384
7.0,330,22.69
8.0,355,31.142
9.0,379,40.891
10.0,403,24.726
11.0,430,35.508
12.0,453,30.491
13.0,238,36.754
14.0,143,19.175
15.0,179,25.386
16.0,211,27.381
17.0,236,18.947
18.0,264,25.072
19.0,288,40.117
20.0,312,25.064
21.0,340,30.193
22.0,364,20.661
23.0,217,14.598
24.0,251,24.887
25.0,276,34.412
26.0,301,33.364
27.0,325,25.554
28.0,348,29.964
29.0,191,21.462
30.0,227,24.544
31.0,255,28.54
32.0,280,31.957
33.0,304,38.524
34.0,327,30.838
35.0,349,28.791
36.0,206,26.137
37.0,239,21.925
38.0,267,32.75
39.0,292,33.665
40.0,317,21.971
41.0,342,33.574
42.0,367,19.775
43.0,388,29.68
44.0,211,14.469
45.0,248,21.314
46.0,277,27.78
47.0,303,22.364
48.0,326,24.939
49.0,97,23.588
50.0,133,26.129
51.0,164,30.296
52.0,191,20.465
53.0,127,32.094
54.0,165,27.13
55.0,196,31.162
56.0,224,34.914
57.0,255,28.96
58.0,281,34.67
0.0,2890,25.117
1.0,373,23.256
2.0,402,20.682
3.0,430,33.184
4.0,227,14.631
5.0,268,23.32
6.0,301,19.384
7.0,330,22.69
8.0,355,31.142
9.0,379,40.891
10.0,403,24.726
11.0,430,35.508
12.0,453,30.491
13.0,238,36.754
14.0,143,19.175
15.0,179,25.386
16.0,211,27.381
17.0,236,18.947
18.0,264,25.072
19.0,288,40.117
20.0,312,25.064
21.0,340,30.193
22.0,364,20.661
23.0,217,14.598
24.0,251,24.887
25.0,276,34.412
26.0,301,33.364
27.0,325,25.554
28.0,348,29.964
29.0,191,21.462
30.0,227,24.544
31.0,255,28.54
32.0,280,31.957
33.0,304,38.524
34.0,327,30.838
35.0,349,28.791
36.0,206,26.137
37.0,239,21.925
38.0,267,32.75
39.0,292,33.665
40.0,317,21.971
41.0,342,33.574
42.0,367,19.775
43.0,388,29.68
44.0,211,14.469
45.0,248,21.314
46.0,277,27.78
47.0,303,22.364
48.0,326,24.939
49.0,97,23.588
50.0,133,26.129
51.0,164,30.296
52.0,191,20.465
53.0,127,32.094
54.0,165,27.13
55.0,196,31.162
56.0,224,34.914
57.0,255,28.96
58.0,281,34.67
