time_s,cwnd_bytes,rtt_ms
0.0,2062,17.724
1.0,1366,31.524
2.0,1452,22.139
3.0,1521,25.716
4.0,1213,44.308
5.0,1173,21.099
6.0,1231,33.149
7.0,1273,27.113
8.0,1303,26.762
9.0,971,35.261
10.0,1022,27.387
11.0,1059,39.484
12.0,766,26.122
13.0,821,32.807
14.0,861,21.691
15.0,888,20.092
16.0,662,27.47
17.0,702,17.117
18.0,525,29.849
19.0,560,43.548
20.0,424,31.856
21.0,451,29.157
22.0,330,18.749
23.0,360,30.967
24.0,380,24.149
25.0,390,28.836
26.0,394,31.562
27.0,399,33.617
28.0,411,38.323
29.0,298,18.225
30.0,346,28.294
31.0,379,33.018
32.0,401,18.885
33.0,414,31.913
34.0,420,34.58
35.0,421,33.28
36.0,329,16.587
37.0,368,30.531
38.0,394,29.585
39.0,410,31.56
40.0,418,35.836
41.0,295,21.1
42.0,344,32.392
43.0,377,34.838
44.0,400,40.121
45.0,413,30.782
46.0,419,27.311
47.0,421,33.716
48.0,421,34.052
49.0,314,23.136
50.0,358,29.566
51.0,387,21.765
52.0,406,36.459
53.0,416,35.315
54.0,420,44.992
55.0,421,37.094
56.0,421,37.508
57.0,322,20.176
58.0,362,37.34
0.0,2062,17.724
1.0,1366,31.524
2.0,1452,22.139
3.0,1521,25.716
4.0,1213,44.308
5.0,1173,21.099
6.0,1231,33.149
7.0,1273,27.113
8.0,1303,26.762
9.0,971,35.261
10.0,1022,27.387
11.0,1059,39.484
12.0,766,26.122
13.0,821,32.807
14.0,861,21.691
15.0,888,20.092
16.0,662,27.47
17.0,702,17.117
18.0,525,29.849
19.0,560,43.548
20.0,424,31.856
21.0,451,29.157
22.0,330,18.749
23.0,360,30.967
24.0,380,24.149
25.0,390,28.836
26.0,394,31.562
27.0,399,33.617
28.0,411,38.323
29.0,298,18.225
30.0,346,28.294
31.0,379,33.018
32.0,401,18.885
33.0,414,31.913
34.0,420,34.58
35.0,421,33.28
36.0,329,16.587
37.0,368,30.531
38.0,394,29.585
39.0,410,31.56
40.0,418,35.836
41.0,295,21.1
42.0,344,32.392
43.0,377,34.838
44.0,400,40.121
45.0,413,30.782
46.0,419,27.311
47.0,421,33.716
48.0,421,34.052
49.0,314,23.136
50.0,358,29.566
51.0,387,21.765
52.0,406,36.459
53.0,416,35.315
54.0,420,44.992
55.0,421,37.094
56.0,421,37.508
57.0,322,20.176
58.0,362,37.34
