time_s,cwnd_bytes,rtt_ms
0.0,2200,22.162
1.0,2364,9.25
2.0,2076,11.543
3.0,1886,10.208
4.0,2316,11.971
5.0,2230,10.601
6.0,2124,12.239
7.0,2200,23.658
8.0,2304,29.343
9.0,4,21.929
10.0,2468,22.152
11.0,1790,29.372
12.0,1894,10.307
13.0,1858,28.322
14.0,2702,9.763
15.0,1996,35.028
16.0,1032,9.427
17.0,2154,24.768
18.0,1596,16.465
19.0,1846,24.524
20.0,1818,20.471
21.0,2204,22.866
22.0,2102,13.457
23.0,1808,21.957
24.0,1570,25.021
25.0,1856,16.376
26.0,2126,23.615
27.0,1804,11.895
28.0,1850,20.723
29.0,1698,17.703
30.0,1600,14.526
31.0,2032,24.517
32.0,2004,14.194
33.0,1934,18.853
34.0,1970,13.657
35.0,2208,9.141
36.0,1952,10.04
37.0,1968,12.226
38.0,2040,24.329
39.0,1686,10.402
40.0,2098,9.629
41.0,2664,13.306
42.0,1590,16.587
43.0,1562,21.196
44.0,1962,24.808
45.0,2316,22.157
46.0,2248,12.872
47.0,1646,8.629
48.0,2352,12.841
49.0,2158,25.144
50.0,1812,12.238
51.0,1850,15.58
52.0,1402,15.314
53.0,2120,12.594
54.0,1816,16.205
55.0,1854,24.933
56.0,1582,15.789
57.0,1218,9.396
58.0,2088,16.885
