time_s,cwnd_bytes,rtt_ms
0.0,1396,31.333
1.0,1557,33.194
2.0,558,28.811
3.0,566,43.247
4.0,658,46.427
5.0,476,41.376
6.0,424,47.554
7.0,444,77.579
8.0,460,43.496
9.0,4,85.121
10.0,584,63.715
11.0,722,58.16
12.0,472,16.742
13.0,744,58.652
14.0,628,43.657
15.0,424,54.929
16.0,590,84.585
17.0,478,40.224
18.0,380,126.296
19.0,318,81.727
20.0,470,54.296
21.0,540,47.264
22.0,4,50.488
23.0,544,42.731
24.0,606,34.967
25.0,518,44.041
26.0,520,64.032
27.0,480,69.912
28.0,612,75.441
29.0,270,43.985
30.0,388,47.506
31.0,416,66.515
32.0,366,40.802
33.0,518,54.194
34.0,656,65.387
35.0,438,42.754
36.0,444,68.366
37.0,442,56.25
38.0,680,111.816
39.0,518,67.322
40.0,518,410.916
41.0,172,42.105
42.0,272,38.664
43.0,692,39.56
44.0,568,52.44
45.0,626,39.02
46.0,1,94.832
47.0,378,98.412
48.0,304,69.918
49.0,580,61.962
50.0,492,61.375
51.0,368,50.717
52.0,204,121.375
53.0,436,46.706
54.0,426,58.099
55.0,1,60.674
56.0,690,188.986
57.0,716,72.137
58.0,542,74.146
0.0,1396,31.333
1.0,1557,33.194
2.0,558,28.811
3.0,566,43.247
4.0,658,46.427
5.0,476,41.376
6.0,424,47.554
7.0,444,77.579
8.0,460,43.496
9.0,4,85.121
10.0,584,63.715
11.0,722,58.16
12.0,472,16.742
13.0,744,58.652
14.0,628,43.657
15.0,424,54.929
16.0,590,84.585
17.0,478,40.224
18.0,380,126.296
19.0,318,81.727
20.0,470,54.296
21.0,540,47.264
22.0,4,50.488
23.0,544,42.731
24.0,606,34.967
25.0,518,44.041
26.0,520,64.032
27.0,480,69.912
28.0,612,75.441
29.0,270,43.985
30.0,388,47.506
31.0,416,66.515
32.0,366,40.802
33.0,518,54.194
34.0,656,65.387
35.0,438,42.754
36.0,444,68.366
37.0,442,56.25
38.0,680,111.816
39.0,518,67.322
40.0,518,410.916
41.0,172,42.105
42.0,272,38.664
43.0,692,39.56
44.0,568,52.44
45.0,626,39.02
46.0,1,94.832
47.0,378,98.412
48.0,304,69.918
49.0,580,61.962
50.0,492,61.375
51.0,368,50.717
52.0,204,121.375
53.0,436,46.706
54.0,426,58.099
55.0,1,60.674
56.0,690,188.986
57.0,716,72.137
58.0,542,74.146
