time_s,rtt_ms
0.0,2.64
0.203,3.91
0.404,4.44
0.602,2.18
0.805,3.95
1.006,5.11
1.207,4.93
1.406,3.47
1.608,5.17
1.809,4.8
2.009,3.56
2.209,3.25
2.411,4.23
2.612,3.98
2.812,3.82
3.014,5.02
3.213,3.06
3.416,5.48
3.616,5.32
3.817,5.31
4.016,3.29
4.218,5.27
4.417,3.27
4.619,4.08
4.818,2.87
5.021,5.93
5.218,2.59
5.421,3.97
5.625,7.76
5.822,4.63
6.021,2.19
6.223,3.48
6.426,5.46
6.624,2.75
6.828,5.33
7.028,4.91
7.23,5.75
7.431,6.49
7.63,4.69
7.832,5.06
8.031,3.68
8.232,3.27
8.434,4.91
8.633,3.53
8.835,4.54
9.036,4.9
9.236,3.94
9.436,3.33
9.637,3.49
9.838,4.29
10.04,4.6
10.241,5.43
10.442,4.66
10.642,3.86
10.844,5.34
11.043,3.35
11.244,3.68
11.446,4.88
11.645,3.92
11.847,4.63
12.048,4.58
12.248,3.83
12.448,3.36
12.65,4.44
12.852,5.37
13.051,3.39
13.253,4.8
13.454,4.49
13.654,3.37
13.856,4.59
14.057,4.89
14.257,3.88
14.458,4.7
14.657,3.0
14.858,3.1
15.06,4.28
15.259,3.18
15.461,3.75
15.661,2.7
15.864,4.56
16.066,5.35
16.264,2.3
16.466,4.34
16.667,3.73
16.87,5.5
17.069,3.82
17.273,6.12
17.473,5.92
17.674,6.59
17.872,3.26
18.074,3.67
18.276,5.3
18.475,2.95
18.677,4.49
18.877,4.25
19.078,3.5
19.279,3.78
19.48,3.96
19.681,4.31
19.881,2.84
20.081,2.9
20.286,6.93
20.485,5.84
20.682,2.32
20.886,5.15
21.085,3.76
21.287,4.55
21.487,3.56
21.689,3.91
21.888,3.3
22.091,4.69
22.294,6.48
22.493,4.61
22.692,3.35
22.894,3.62
23.095,3.87
23.295,3.1
23.495,2.69
23.699,5.62
23.899,4.22
24.1,4.41
24.299,2.74
24.501,3.27
24.705,6.87
24.903,4.35
25.103,3.3
25.304,3.45
