time_s,cwnd_bytes,rtt_ms
0.0,10,32.398
1.0,10,32.398
2.0,10,32.398
3.0,10,32.398
4.0,10,32.398
5.0,10,32.398
6.0,10,32.398
7.0,10,32.398
8.0,10,32.398
9.0,10,32.398
10.0,10,32.398
11.0,10,32.398
12.0,10,32.398
13.0,10,32.398
14.0,10,32.398
15.0,10,32.398
16.0,10,32.398
17.0,10,32.398
18.0,10,32.398
19.0,10,32.398
20.0,10,32.398
21.0,10,32.398
22.0,10,32.398
23.0,10,32.398
24.0,10,32.398
25.0,10,32.398
26.0,10,32.398
27.0,10,32.398
28.0,10,32.398
29.0,10,32.398
30.0,10,32.398
31.0,10,32.398
32.0,10,32.398
33.0,10,32.398
34.0,10,32.398
35.0,10,32.398
36.0,10,32.398
37.0,10,32.398
38.0,10,32.398
39.0,10,32.398
40.0,10,32.398
41.0,10,32.398
42.0,10,32.398
43.0,10,32.398
44.0,10,32.398
45.0,10,32.398
46.0,10,32.398
47.0,10,32.398
48.0,10,32.398
49.0,10,32.398
50.0,10,32.398
51.0,10,32.398
52.0,10,32.398
53.0,10,32.398
54.0,10,32.398
55.0,10,32.398
56.0,10,32.398
57.0,10,32.398
58.0,10,32.398
0.0,10,32.398
1.0,10,32.398
2.0,10,32.398
3.0,10,32.398
4.0,10,32.398
5.0,10,32.398
6.0,10,32.398
7.0,10,32.398
8.0,10,32.398
9.0,10,32.398
10.0,10,32.398
11.0,10,32.398
12.0,10,32.398
13.0,10,32.398
14.0,10,32.398
15.0,10,32.398
16.0,10,32.398
17.0,10,32.398
18.0,10,32.398
19.0,10,32.398
20.0,10,32.398
21.0,10,32.398
22.0,10,32.398
23.0,10,32.398
24.0,10,32.398
25.0,10,32.398
26.0,10,32.398
27.0,10,32.398
28.0,10,32.398
29.0,10,32.398
30.0,10,32.398
31.0,10,32.398
32.0,10,32.398
33.0,10,32.398
34.0,10,32.398
35.0,10,32.398
36.0,10,32.398
37.0,10,32.398
38.0,10,32.398
39.0,10,32.398
40.0,10,32.398
41.0,10,32.398
42.0,10,32.398
43.0,10,32.398
44.0,10,32.398
45.0,10,32.398
46.0,10,32.398
47.0,10,32.398
48.0,10,32.398
49.0,10,32.398
50.0,10,32.398
51.0,10,32.398
52.0,10,32.398
53.0,10,32.398
54.0,10,32.398
55.0,10,32.398
56.0,10,32.398
57.0,10,32.398
58.0,10,32.398
